Sample Name,Peak Number,Name,RT,Area,Height,% Area,Total Area,Int Type,RRT,Sample Base Name
DPS21021-3,16,28,0.178,554,10,0.0055,10088573,VV,0.011687458962573866,DPS21021
DPS21021-3,17,33,0.785,162,23,0.0016,10088573,BB,0.051543007222587,DPS21021
DPS21021-3,18,34,0.21,1474,148,0.0146,10088573,BB,0.013788575180564673,DPS21021
DPS21021-3,19,35,0.199,496,57,0.0049,10088573,BB,0.013066316480630336,DPS21021
DPS21021-3,20,35,0.831,2209,100,0.0219,10088573,BB,0.05456336178594878,DPS21021
DPS21022-1,1,5,0.168,500,28,0.005,9956067,BV,0.011025792478834416,DPS21022
DPS21022-1,21,34,0.746,216,33,0.0022,9956067,BB,0.04895976898339568,DPS21022
DPS21022-1,2,5,0.733,84,9,0.0008,9956067,VB,0.048106582660628734,DPS21022
DPS21022-1,22,35,0.198,508,62,0.0051,9956067,BB,0.01299468399291199,DPS21022
DPS21022-1,3,7,0.357,3348,218,0.0336,9956067,BV,0.02342980901752313,DPS21022
DPS21022-1,23,35,0.82,2134,95,0.0214,9956067,BB,0.05381636805145369,DPS21022
DPS21022-1,4,7,0.752,1559,135,0.0157,9956067,VV,0.0493535472862112,DPS21022
DPS21022-1,24,36,0.756,768,80,0.0077,9956067,BB,0.049616066154754876,DPS21022
DPS21022-1,5,8,0.294,207,17,0.0021,9956067,VB,0.019295136837960226,DPS21022
DPS21022-1,25,37,0.273,2635,284,0.0265,9956067,BB,0.017916912778105927,DPS21022
DPS21022-1,6,9,0.857,1515,64,0.0152,9956067,BB,0.0562446675854827,DPS21022
DPS21022-1,26,37,0.737,2279,283,0.0229,9956067,BB,0.048369101529172405,DPS21022
DPS21022-1,7,10,0.535,659,23,0.0066,9956067,BV,0.035111898667716746,DPS21022
DPS21022-1,27,38,0.011,334,43,0.0034,9956067,BB,0.0007219268884951105,DPS21022
DPS21022-1,8,11,0.847,398,22,0.004,9956067,VV,0.05558837041412351,DPS21022
DPS21022-1,9,DP-IMP-3,12.569,1860,81,0.0187,9956067,VV,0.8248999146813678,DPS21022
DPS21022-1,10,13,0.097,1208,52,0.0121,9956067,VV,0.006366082562184157,DPS21022
DPS21022-1,11,DP-IMP-2,14.066,287,15,0.0029,9956067,VV,0.9231476012338388,DPS21022
DPS21022-1,12,DP72,15.237,9880072,241512,99.2367,9956067,VV,1.0,DPS21022
DPS21022-1,13,18,0.446,4955,124,0.0498,9956067,VV,0.02927085384261994,DPS21022
DPS21022-1,14,19,0.422,971,35,0.0098,9956067,VV,0.02769574063135788,DPS21022
DPS21022-1,15,DP-IMP-1,20.278,46037,1836,0.4624,9956067,VV,1.3308394040821683,DPS21022
DPS21022-1,16,26,0.181,311,10,0.0031,9956067,BV,0.011878978801601365,DPS21022
DPS21022-1,17,28,0.179,850,17,0.0085,9956067,VB,0.011747719367329526,DPS21022
DPS21022-1,18,32,0.896,270,30,0.0027,9956067,BB,0.058804226553783555,DPS21022
DPS21022-1,19,33,0.246,287,27,0.0029,9956067,BB,0.016144910415436108,DPS21022
DPS21022-1,20,34,0.208,1814,162,0.0182,9956067,BB,0.013650981164271181,DPS21022
DPS21022-2,1,5,0.166,377,27,0.0037,10149683,BB,0.010900971893879697,DPS21022
DPS21022-2,21,34,0.734,241,37,0.0024,10149683,BB,0.048200682952456005,DPS21022
DPS21022-2,2,5,0.732,79,10,0.0008,10149683,BB,0.04806934594168637,DPS21022
DPS21022-2,22,35,0.187,489,61,0.0048,10149683,BB,0.012280010506960861,DPS21022
DPS21022-2,3,7,0.356,3437,222,0.0339,10149683,BV,0.023377987916995007,DPS21022
DPS21022-2,23,35,0.79,2465,104,0.0243,10149683,BB,0.05187811925400578,DPS21022
DPS21022-2,4,7,0.751,1512,137,0.0149,10149683,VV,0.0493170475439979,DPS21022
DPS21022-2,24,36,0.745,807,82,0.008,10149683,BB,0.04892303651168899,DPS21022
DPS21022-2,5,8,0.293,194,18,0.0019,10149683,VB,0.01924087207775151,DPS21022
DPS21022-2,25,37,0.262,2721,291,0.0268,10149683,BB,0.01720514841082217,DPS21022
DPS21022-2,6,9,0.856,1433,66,0.0141,10149683,BB,0.05621224060940373,DPS21022
DPS21022-2,26,37,0.726,2404,293,0.0237,10149683,BB,0.04767533490937746,DPS21022
DPS21022-2,7,10,0.544,569,23,0.0056,10149683,BB,0.03572366692934069,DPS21022
DPS21022-2,27,38,0.001,329,42,0.0032,10149683,BB,6.566850538481745e-05,DPS21022
DPS21022-2,8,11,0.846,348,23,0.0034,10149683,BV,0.05555555555555555,DPS21022
DPS21022-2,9,DP-IMP-3,12.571,1940,83,0.0191,10149683,VV,0.8255187811925401,DPS21022
DPS21022-2,10,13,0.08,1256,55,0.0124,10149683,VB,0.005253480430785396,DPS21022
DPS21022-2,11,DP-IMP-2,14.059,294,16,0.0029,10149683,BB,0.9232335172051483,DPS21022
DPS21022-2,12,DP72,15.228,10072955,243956,99.244,10149683,BV,1.0,DPS21022
DPS21022-2,13,18,0.46,5072,122,0.05,10149683,VV,0.030207512477016026,DPS21022
DPS21022-2,14,19,0.426,901,31,0.0089,10149683,VV,0.02797478329393223,DPS21022
DPS21022-2,15,DP-IMP-1,20.278,46538,1859,0.4585,10149683,VV,1.331625952193328,DPS21022
DPS21022-2,16,26,0.153,285,10,0.0028,10149683,BB,0.01004728132387707,DPS21022
DPS21022-2,17,28,0.068,714,15,0.007,10149683,VB,0.004465458366167586,DPS21022
DPS21022-2,18,32,0.888,217,28,0.0021,10149683,BB,0.05831363278171789,DPS21022
DPS21022-2,19,33,0.233,248,24,0.0024,10149683,BB,0.015300761754662466,DPS21022
DPS21022-2,20,34,0.196,1858,164,0.0183,10149683,BB,0.01287102705542422,DPS21022
DPS21022-3,1,5,0.17,387,27,0.0037,10486474,BV,0.011176122542896589,DPS21022
DPS21022-3,21,34,0.738,241,37,0.0023,10486474,BB,0.04851752021563342,DPS21022
DPS21022-3,2,5,0.74,96,9,0.0009,10486474,VB,0.048649004010255736,DPS21022
DPS21022-3,22,35,0.192,512,64,0.0049,10486474,BB,0.012622444283742028,DPS21022
DPS21022-3,3,7,0.356,3465,229,0.033,10486474,BV,0.023404115442771677,DPS21022
DPS21022-3,23,35,0.794,2477,108,0.0236,10486474,BB,0.05219906646505818,DPS21022
DPS21022-3,4,7,0.751,1636,143,0.0156,10486474,VB,0.04937216488067846,DPS21022
DPS21022-3,24,36,0.75,839,84,0.008,10486474,BB,0.0493064229833673,DPS21022
DPS21022-3,5,8,0.3,187,18,0.0018,10486474,BB,0.019722569193346917,DPS21022
DPS21022-3,25,37,0.267,2800,299,0.0267,10486474,BB,0.01755308658207876,DPS21022
DPS21022-3,6,9,0.855,1613,70,0.0154,10486474,BV,0.05620932220103872,DPS21022
DPS21022-3,26,37,0.732,2435,298,0.0232,10486474,BB,0.04812306883176648,DPS21022
DPS21022-3,7,10,0.533,674,25,0.0064,10486474,VB,0.03504043126684636,DPS21022
DPS21022-3,27,38,0.007,242,39,0.0023,10486474,BB,0.0004601932811780948,DPS21022
DPS21022-3,8,11,0.849,409,25,0.0039,10486474,BV,0.055814870817171784,DPS21022
DPS21022-3,9,DP-IMP-3,12.567,2005,86,0.0191,10486474,VV,0.8261784235093025,DPS21022
DPS21022-3,10,13,0.087,1308,56,0.0125,10486474,VB,0.005719545066070606,DPS21022
DPS21022-3,11,DP-IMP-2,14.063,283,15,0.0027,10486474,BV,0.9245283018867925,DPS21022
DPS21022-3,12,DP72,15.211,10406140,249140,99.2339,10486474,VV,1.0,DPS21022
DPS21022-3,13,18,0.448,5387,129,0.0514,10486474,VV,0.02945236999539807,DPS21022
DPS21022-3,14,19,0.417,1026,37,0.0098,10486474,VV,0.027414371178752218,DPS21022
DPS21022-3,15,DP-IMP-1,20.276,48869,1934,0.466,10486474,VV,1.3329827098810072,DPS21022
DPS21022-3,16,26,0.208,323,12,0.0031,10486474,BB,0.01367431464072053,DPS21022
DPS21022-3,17,28,0.132,693,15,0.0066,10486474,BB,0.008677930445072646,DPS21022
DPS21022-3,18,32,0.894,238,29,0.0023,10486474,BB,0.05877325619617382,DPS21022
DPS21022-3,19,33,0.239,285,27,0.0027,10486474,BB,0.01571231345736638,DPS21022
DPS21022-3,20,34,0.201,1905,169,0.0182,10486474,BB,0.013214121359542436,DPS21022
DPS22001-1,1,5,0.207,663,35,0.0063,10540441,BB,0.013493253373313344,DPS22001
DPS22001-1,2,7,0.529,3349,199,0.0318,10540441,BV,0.03448275862068966,DPS22001
DPS22001-1,3,7,0.788,790,73,0.0075,10540441,VB,0.051365621537057565,DPS22001
DPS22001-1,4,9,0.913,786,55,0.0075,10540441,BB,0.059513721400169486,DPS22001
DPS22001-1,5,10,0.752,899,38,0.0085,10540441,BB,0.04901896877648133,DPS22001
DPS22001-1,6,11,0.929,316,19,0.003,10540441,BV,0.06055667818264781,DPS22001
DPS22001-1,7,DP-IMP-3,12.677,1099,45,0.0104,10540441,VV,0.8263476957173588,DPS22001
DPS22001-1,8,13,0.175,547,29,0.0052,10540441,VV,0.011407339808356691,DPS22001
DPS22001-1,9,DP-IMP-2,14.102,190,9,0.0018,10540441,VB,0.9192360341568346,DPS22001
DPS22001-1,10,DP72,15.341,10462293,274004,99.2586,10540441,BV,1.0,DPS22001
DPS22001-1,11,18,0.445,3049,80,0.0289,10540441,VV,0.029007235512678444,DPS22001
DPS22001-1,12,19,0.666,3600,140,0.0342,10540441,VV,0.04341307607066033,DPS22001
DPS22001-1,13,DP-IMP-1,20.41,52723,2119,0.5002,10540441,VB,1.3304217456489147,DPS22001
DPS22001-1,14,26,0.14,344,12,0.0033,10540441,BB,0.009125871846685354,DPS22001
DPS22001-1,15,28,0.974,482,9,0.0046,10540441,BB,0.0634899941333681,DPS22001
DPS22001-1,16,34,0.316,1257,102,0.0119,10540441,BB,0.02059839645394694,DPS22001
DPS22001-1,17,35,0.281,1328,71,0.0126,10540441,BB,0.018316928492275605,DPS22001
DPS22001-1,18,36,0.321,926,48,0.0088,10540441,BB,0.02092432044847142,DPS22001
DPS22001-1,19,37,0.35,2853,259,0.0271,10540441,BB,0.022814679616713383,DPS22001
DPS22001-1,20,37,0.854,2948,268,0.028,10540441,BB,0.05566781826478066,DPS22001
DPS22001-2,1,5,0.217,633,33,0.006,10516109,BB,0.014142335766423358,DPS22001
DPS22001-2,2,7,0.531,3377,196,0.0321,10516109,BV,0.034606360792492186,DPS22001
DPS22001-2,3,7,0.792,749,74,0.0071,10516109,VB,0.051616266944734104,DPS22001
DPS22001-2,4,9,0.918,748,53,0.0071,10516109,BB,0.05982794577685089,DPS22001
DPS22001-2,5,10,0.761,912,36,0.0087,10516109,BB,0.04959593326381648,DPS22001
DPS22001-2,6,11,0.938,318,19,0.003,10516109,BV,0.06113138686131387,DPS22001
DPS22001-2,7,DP-IMP-3,12.683,1107,45,0.0105,10516109,VV,0.8265771637122002,DPS22001
DPS22001-2,8,13,0.186,557,28,0.0053,10516109,VV,0.012122002085505736,DPS22001
DPS22001-2,9,DP-IMP-2,14.083,274,11,0.0026,10516109,VB,0.9178180396246091,DPS22001
DPS22001-2,10,DP72,15.344,10436865,273816,99.2465,10516109,BV,1.0,DPS22001
DPS22001-2,11,18,0.455,2928,78,0.0278,10516109,VV,0.02965328467153285,DPS22001
DPS22001-2,12,19,0.67,3651,140,0.0347,10516109,VV,0.04366527632950991,DPS22001
DPS22001-2,13,DP-IMP-1,20.412,52092,2092,0.4954,10516109,VB,1.3302919708029197,DPS22001
DPS22001-2,14,26,0.154,486,15,0.0046,10516109,BV,0.010036496350364963,DPS22001
DPS22001-2,15,29,0.184,496,9,0.0047,10516109,VB,0.011991657977059438,DPS22001
DPS22001-2,16,34,0.311,1274,106,0.0121,10516109,BB,0.020268508863399374,DPS22001
DPS22001-2,17,35,0.278,1260,70,0.012,10516109,BB,0.018117831074035456,DPS22001
DPS22001-2,18,36,0.347,2493,107,0.0237,10516109,BB,0.022614702815432743,DPS22001
DPS22001-2,19,37,0.344,2876,263,0.0274,10516109,BB,0.022419186652763295,DPS22001
DPS22001-2,20,37,0.85,3011,276,0.0286,10516109,BB,0.05539624608967675,DPS22001
DPS22001-3,1,5,0.227,729,41,0.007,10476411,BB,0.014790200677612718,DPS22001
DPS22001-3,2,7,0.533,3241,192,0.0309,10476411,BV,0.03472765181131092,DPS22001
DPS22001-3,3,7,0.79,768,71,0.0073,10476411,VB,0.05147250456085484,DPS22001
DPS22001-3,4,9,0.92,799,56,0.0076,10476411,BV,0.059942663539223354,DPS22001
DPS22001-3,5,10,0.771,976,39,0.0093,10476411,VB,0.050234558248631746,DPS22001
DPS22001-3,6,11,0.921,378,22,0.0036,10476411,BV,0.06000781860828772,DPS22001
DPS22001-3,7,DP-IMP-3,12.678,1153,46,0.011,10476411,VV,0.8260359655981235,DPS22001
DPS22001-3,8,13,0.175,563,29,0.0054,10476411,VV,0.01140213708626531,DPS22001
DPS22001-3,9,DP-IMP-2,14.1,132,8,0.0013,10476411,VB,0.9186864738076622,DPS22001
DPS22001-3,10,DP72,15.348,10396939,272088,99.2414,10476411,BV,1.0,DPS22001
DPS22001-3,11,18,0.458,3010,78,0.0287,10476411,VV,0.02984102163148293,DPS22001
DPS22001-3,12,19,0.67,3609,139,0.0344,10476411,VV,0.04365389627313005,DPS22001
DPS22001-3,13,DP-IMP-1,20.415,52254,2106,0.4988,10476411,VV,1.330140734949179,DPS22001
DPS22001-3,14,26,0.15,447,13,0.0043,10476411,BV,0.009773260359655981,DPS22001
DPS22001-3,15,29,0.143,411,9,0.0039,10476411,BB,0.009317174876205368,DPS22001
DPS22001-3,16,34,0.313,1262,105,0.012,10476411,BB,0.02039353661714881,DPS22001
DPS22001-3,17,35,0.28,1277,68,0.0122,10476411,BB,0.018243419338024498,DPS22001
DPS22001-3,18,36,0.353,2645,113,0.0253,10476411,BB,0.02299973937972374,DPS22001
DPS22001-3,19,37,0.346,2857,260,0.0273,10476411,BB,0.02254365389627313,DPS22001
DPS22001-3,20,37,0.852,2964,268,0.0283,10476411,BB,0.05551211884284597,DPS22001
DPS22002-1,1,5,0.21,430,29,0.0041,10521777,BB,0.013681673073164376,DPS22002
DPS22002-1,21,37,0.841,2835,263,0.0269,10521777,BB,0.054791843116815425,DPS22002
DPS22002-1,2,7,0.44,1661,175,0.0158,10521777,BR,0.02866636262948726,DPS22002
DPS22002-1,3,7,0.512,1571,182,0.0149,10521777,RV,0.0333572219688579,DPS22002
DPS22002-1,4,7,0.793,972,91,0.0092,10521777,VB,0.051664603557235,DPS22002
DPS22002-1,5,9,0.917,918,62,0.0087,10521777,BV,0.05974330575281778,DPS22002
DPS22002-1,6,10,0.782,752,30,0.0072,10521777,VB,0.05094794449149782,DPS22002
DPS22002-1,7,11,0.943,273,16,0.0026,10521777,BB,0.061437227180923835,DPS22002
DPS22002-1,8,DP-IMP-3,12.672,849,36,0.0081,10521777,BV,0.8255912437292332,DPS22002
DPS22002-1,9,13,0.196,599,32,0.0057,10521777,VB,0.012769561534953417,DPS22002
DPS22002-1,10,DP-IMP-2,14.1,146,8,0.0014,10521777,BB,0.9186266206267509,DPS22002
DPS22002-1,11,DP72,15.349,10445879,272936,99.2787,10521777,BV,1.0,DPS22002
DPS22002-1,12,18,0.46,3231,91,0.0307,10521777,VV,0.029969379112645776,DPS22002
DPS22002-1,13,19,0.669,3208,114,0.0305,10521777,VV,0.043585901361652225,DPS22002
DPS22002-1,14,DP-IMP-1,20.419,48957,1966,0.4653,10521777,VB,1.3303146784806827,DPS22002
DPS22002-1,15,26,0.154,518,17,0.0049,10521777,BV,0.010033226920320541,DPS22002
DPS22002-1,16,29,0.114,519,10,0.0049,10521777,BB,0.007427193954003518,DPS22002
DPS22002-1,17,34,0.304,1442,115,0.0137,10521777,BB,0.019805850544009383,DPS22002
DPS22002-1,18,35,0.261,1133,60,0.0108,10521777,BB,0.01700436510521858,DPS22002
DPS22002-1,19,36,0.316,2549,115,0.0242,10521777,BB,0.02058766043390449,DPS22002
DPS22002-1,20,37,0.336,3335,300,0.0317,10521777,BB,0.021890676917063003,DPS22002
DPS22002-2,1,5,0.214,653,32,0.0062,10509729,BB,0.013939551849921834,DPS22002
DPS22002-2,21,37,0.847,2857,264,0.0272,10509729,BB,0.05517196456487754,DPS22002
DPS22002-2,2,7,0.438,1675,176,0.0159,10509729,BR,0.02853048462741011,DPS22002
DPS22002-2,3,7,0.519,1591,183,0.0151,10509729,RV,0.03380667014069828,DPS22002
DPS22002-2,4,7,0.796,978,90,0.0093,10509729,VB,0.051849921834288694,DPS22002
DPS22002-2,5,9,0.913,917,61,0.0087,10509729,BB,0.05947107868681605,DPS22002
DPS22002-2,6,10,0.777,836,32,0.008,10509729,BB,0.050612298071912455,DPS22002
DPS22002-2,7,11,0.943,281,16,0.0027,10509729,BV,0.061425221469515366,DPS22002
DPS22002-2,8,DP-IMP-3,12.684,891,36,0.0085,10509729,VV,0.8262115685252736,DPS22002
DPS22002-2,9,13,0.182,604,31,0.0057,10509729,VV,0.011855132881709224,DPS22002
DPS22002-2,10,DP-IMP-2,14.08,174,9,0.0017,10509729,VB,0.9171443460135487,DPS22002
DPS22002-2,11,DP72,15.352,10433274,272926,99.2725,10509729,BV,1.0,DPS22002
DPS22002-2,12,18,0.452,3163,89,0.0301,10509729,VV,0.029442417926003127,DPS22002
DPS22002-2,13,19,0.665,3322,115,0.0316,10509729,VV,0.04331683168316832,DPS22002
DPS22002-2,14,DP-IMP-1,20.42,48769,1965,0.464,10509729,VB,1.3301198540906722,DPS22002
DPS22002-2,15,26,0.178,569,18,0.0054,10509729,BB,0.011594580510682646,DPS22002
DPS22002-2,16,29,0.049,472,9,0.0045,10509729,BB,0.00319176654507556,DPS22002
DPS22002-2,17,34,0.312,1516,118,0.0144,10509729,BB,0.020323084940072955,DPS22002
DPS22002-2,18,35,0.27,1124,60,0.0107,10509729,BB,0.017587285044293903,DPS22002
DPS22002-2,19,36,0.324,2725,122,0.0259,10509729,BB,0.021104742053152683,DPS22002
DPS22002-2,20,37,0.343,3339,300,0.0318,10509729,BB,0.02234236581552892,DPS22002
DPS22002-3,1,5,0.207,600,31,0.0057,10502084,BB,0.013483585200625325,DPS22002
DPS22002-3,21,37,0.837,2806,261,0.0267,10502084,BB,0.0545205836373111,DPS22002
DPS22002-3,2,7,0.436,1524,175,0.0145,10502084,BR,0.02840020844189682,DPS22002
DPS22002-3,3,7,0.515,1733,182,0.0165,10502084,RV,0.0335461177696717,DPS22002
DPS22002-3,4,7,0.793,956,91,0.0091,10502084,VB,0.05165450755601876,DPS22002
DPS22002-3,5,9,0.914,882,60,0.0084,10502084,BB,0.059536216779572694,DPS22002
DPS22002-3,6,10,0.775,787,31,0.0075,10502084,BB,0.050482021886399164,DPS22002
DPS22002-3,7,11,0.932,237,16,0.0023,10502084,BV,0.06070870244919229,DPS22002
DPS22002-3,8,DP-IMP-3,12.68,849,36,0.0081,10502084,VV,0.8259510161542469,DPS22002
DPS22002-3,9,13,0.186,631,31,0.006,10502084,VB,0.0121156852527358,DPS22002
DPS22002-3,10,DP-IMP-2,14.107,173,8,0.0016,10502084,BB,0.918903074517978,DPS22002
DPS22002-3,11,DP72,15.352,10425228,272731,99.2682,10502084,BV,1.0,DPS22002
DPS22002-3,12,18,0.458,3383,93,0.0322,10502084,VV,0.029833246482542992,DPS22002
DPS22002-3,13,19,0.667,3337,117,0.0318,10502084,VV,0.043447107868681605,DPS22002
DPS22002-3,14,DP-IMP-1,20.419,49150,1965,0.468,10502084,VV,1.3300547159979157,DPS22002
DPS22002-3,15,26,0.163,548,17,0.0052,10502084,BV,0.010617509119332987,DPS22002
DPS22002-3,16,28,0.963,483,9,0.0046,10502084,BB,0.06272798332464825,DPS22002
DPS22002-3,17,34,0.305,1573,119,0.015,10502084,BB,0.019867118290776444,DPS22002
DPS22002-3,18,35,0.259,1101,59,0.0105,10502084,BB,0.016870766023970817,DPS22002
DPS22002-3,19,36,0.319,2736,123,0.0261,10502084,BB,0.020779051589369463,DPS22002
DPS22002-3,20,37,0.333,3367,302,0.0321,10502084,BB,0.02169098488796248,DPS22002
DPS22003-1,1,5,0.3,308,28,0.0031,9984946,BV,,DPS22003
DPS22003-1,13,13,0.42,656,32,0.0066,9984946,VV,,DPS22003
DPS22003-1,2,5,0.494,133,14,0.0013,9984946,VB,,DPS22003
DPS22003-1,14,14,0.233,181,8,0.0018,9984946,VB,,DPS22003
DPS22003-1,3,5,0.906,104,7,0.001,9984946,BB,,DPS22003
DPS22003-1,15,15,0.642,9905315,253220,99.2025,9984946,BS,,DPS22003
DPS22003-1,4,7,0.482,1257,142,0.0126,9984946,BV,,DPS22003
DPS22003-1,16,17,0.756,4328,108,0.0433,9984946,SV,,DPS22003
DPS22003-1,5,7,0.649,1777,162,0.0178,9984946,VV,,DPS22003
DPS22003-1,17,18,0.862,2918,81,0.0292,9984946,VV,,DPS22003
DPS22003-1,6,7,0.89,793,75,0.0079,9984946,VB,,DPS22003
DPS22003-1,18,19,0.994,3281,119,0.0329,9984946,VV,,DPS22003
DPS22003-1,7,8,0.622,115,7,0.0011,9984946,BV,,DPS22003
DPS22003-1,19,20,0.683,52291,2059,0.5237,9984946,VB,,DPS22003
DPS22003-1,8,10,0.044,980,61,0.0098,9984946,VV,,DPS22003
DPS22003-1,20,26,0.423,256,11,0.0026,9984946,BB,,DPS22003
DPS22003-1,9,10,0.731,361,28,0.0036,9984946,VR,,DPS22003
DPS22003-1,21,35,0.354,509,60,0.0051,9984946,BB,,DPS22003
DPS22003-1,10,10,0.948,469,30,0.0047,9984946,RB,,DPS22003
DPS22003-1,22,36,0.349,881,66,0.0088,9984946,BB,,DPS22003
DPS22003-1,11,12,0.071,496,30,0.005,9984946,BV,,DPS22003
DPS22003-1,23,37,0.408,3283,371,0.0329,9984946,BB,,DPS22003
DPS22003-1,12,12,0.876,1113,41,0.0111,9984946,VV,,DPS22003
DPS22003-1,24,37,0.848,3143,374,0.0315,9984946,BB,,DPS22003
DPS22003-2,1,5,0.29,376,31,0.0038,10011273,BV,,DPS22003
DPS22003-2,13,13,0.415,553,29,0.0055,10011273,VB,,DPS22003
DPS22003-2,2,5,0.462,143,16,0.0014,10011273,VB,,DPS22003
DPS22003-2,14,14,0.194,162,9,0.0016,10011273,BB,,DPS22003
DPS22003-2,3,5,0.869,66,6,0.0007,10011273,BB,,DPS22003
DPS22003-2,15,15,0.637,9928588,252655,99.1741,10011273,BS,,DPS22003
DPS22003-2,4,7,0.476,1335,146,0.0133,10011273,BV,,DPS22003
DPS22003-2,16,17,0.851,4801,102,0.048,10011273,SV,,DPS22003
DPS22003-2,5,7,0.644,1775,163,0.0177,10011273,VV,,DPS22003
DPS22003-2,17,18,0.852,2741,77,0.0274,10011273,VV,,DPS22003
DPS22003-2,6,7,0.885,756,73,0.0075,10011273,VB,,DPS22003
DPS22003-2,18,19,0.982,3386,117,0.0338,10011273,VV,,DPS22003
DPS22003-2,7,8,0.602,74,6,0.0007,10011273,BV,,DPS22003
DPS22003-2,19,20,0.68,52464,2069,0.5241,10011273,VB,,DPS22003
DPS22003-2,8,10,0.038,885,59,0.0088,10011273,VV,,DPS22003
DPS22003-2,20,26,0.423,329,12,0.0033,10011273,BB,,DPS22003
DPS22003-2,9,10,0.756,373,30,0.0037,10011273,VV,,DPS22003
DPS22003-2,21,35,0.349,851,72,0.0085,10011273,BB,,DPS22003
DPS22003-2,10,10,0.932,487,32,0.0049,10011273,VB,,DPS22003
DPS22003-2,22,36,0.301,3374,165,0.0337,10011273,BB,,DPS22003
DPS22003-2,11,12,0.066,426,29,0.0043,10011273,BB,,DPS22003
DPS22003-2,23,37,0.399,3332,373,0.0333,10011273,BB,,DPS22003
DPS22003-2,12,12,0.854,889,36,0.0089,10011273,BV,,DPS22003
DPS22003-2,24,37,0.838,3108,372,0.031,10011273,BB,,DPS22003
DPS22003-3,1,5,0.3,307,29,0.0031,10007696,BV,,DPS22003
DPS22003-3,13,13,0.432,557,29,0.0056,10007696,VB,,DPS22003
DPS22003-3,2,5,0.473,137,15,0.0014,10007696,VB,,DPS22003
DPS22003-3,14,14,0.232,170,9,0.0017,10007696,BB,,DPS22003
DPS22003-3,3,5,0.93,53,5,0.0005,10007696,BB,,DPS22003
DPS22003-3,15,15,0.655,9925204,252936,99.1757,10007696,BS,,DPS22003
DPS22003-3,4,7,0.483,1257,144,0.0126,10007696,BV,,DPS22003
DPS22003-3,16,17,0.745,4517,114,0.0451,10007696,SV,,DPS22003
DPS22003-3,5,7,0.651,1755,160,0.0175,10007696,VV,,DPS22003
DPS22003-3,17,18,0.868,2882,77,0.0288,10007696,VV,,DPS22003
DPS22003-3,6,7,0.893,763,73,0.0076,10007696,VB,,DPS22003
DPS22003-3,18,20,0.004,3269,117,0.0327,10007696,VV,,DPS22003
DPS22003-3,7,8,0.621,156,9,0.0016,10007696,BV,,DPS22003
DPS22003-3,19,20,0.695,52501,2067,0.5246,10007696,VB,,DPS22003
DPS22003-3,8,10,0.052,855,58,0.0085,10007696,BB,,DPS22003
DPS22003-3,20,26,0.424,403,13,0.004,10007696,BB,,DPS22003
DPS22003-3,9,10,0.766,293,28,0.0029,10007696,BV,,DPS22003
DPS22003-3,21,35,0.369,835,70,0.0083,10007696,BB,,DPS22003
DPS22003-3,10,10,0.941,441,30,0.0044,10007696,VB,,DPS22003
DPS22003-3,22,36,0.308,3327,157,0.0332,10007696,BB,,DPS22003
DPS22003-3,11,12,0.074,520,31,0.0052,10007696,BB,,DPS22003
DPS22003-3,23,37,0.416,3259,368,0.0326,10007696,BB,,DPS22003
DPS22003-3,12,12,0.858,900,37,0.009,10007696,BV,,DPS22003
DPS22003-3,24,37,0.855,3080,369,0.0308,10007696,BB,,DPS22003
DPS22004-1,1,5,0.206,665,36,0.0074,8974239,BB,0.013315234955723612,DPS22004
DPS22004-1,21,37,0.836,3243,260,0.0361,8974239,BB,0.05403658457759679,DPS22004
DPS22004-1,2,7,0.531,3117,167,0.0347,8974239,BV,0.03432228039557882,DPS22004
DPS22004-1,3,7,0.801,1122,103,0.0125,8974239,VB,0.05177428737638162,DPS22004
DPS22004-1,4,9,0.929,989,64,0.011,8974239,BB,0.06004783142653998,DPS22004
DPS22004-1,5,10,0.754,671,25,0.0075,8974239,BB,0.048736345420464094,DPS22004
DPS22004-1,6,11,0.952,276,18,0.0031,8974239,BV,0.061534483873052805,DPS22004
DPS22004-1,7,DP-IMP-3,12.698,992,42,0.0111,8974239,VV,0.8207614246008662,DPS22004
DPS22004-1,8,13,0.22,920,45,0.0103,8974239,VV,0.014220153836209682,DPS22004
DPS22004-1,9,DP-IMP-2,14.1,197,11,0.0022,8974239,VB,0.9113825867752569,DPS22004
DPS22004-1,10,DP72,15.471,8898825,242104,99.1597,8974239,BV,1.0,DPS22004
DPS22004-1,11,17,0.439,1815,68,0.0202,8974239,VV,0.028375670609527504,DPS22004
DPS22004-1,12,18,0.531,1955,59,0.0218,8974239,VV,0.03432228039557882,DPS22004
DPS22004-1,13,19,0.738,2408,84,0.0268,8974239,VV,0.0477021524141943,DPS22004
DPS22004-1,14,DP-IMP-1,20.456,46626,1879,0.5196,8974239,VB,1.322215758515933,DPS22004
DPS22004-1,15,26,0.155,569,17,0.0063,8974239,BB,0.01001874474823864,DPS22004
DPS22004-1,16,34,0.317,1926,142,0.0215,8974239,BB,0.020489948936720317,DPS22004
DPS22004-1,17,35,0.211,1135,60,0.0127,8974239,BB,0.013638420270182923,DPS22004
DPS22004-1,18,36,0.21,1623,59,0.0181,8974239,BB,0.01357378320729106,DPS22004
DPS22004-1,19,36,0.806,350,35,0.0039,8974239,BB,0.05209747269084093,DPS22004
