Sample Name,Peak Number,Name,RT,Area,Height,% Area,Total Area,Int Type,RRT,Sample Base Name
DPS21013-1,2,5,0.486,141,13,0.0014,10459284,VB,0.031145860035888234,DPS21013
DPS21013-1,3,7,0.622,3328,180,0.0318,10459284,BV,0.03986157395539605,DPS21013
DPS21013-1,4,7,0.865,1344,124,0.0129,10459284,VB,0.05543450397334017,DPS21013
DPS21013-1,5,9,0.444,81,7,0.0008,10459284,BV,0.028454242501922584,DPS21013
DPS21013-1,6,10,0.019,976,67,0.0093,10459284,VB,0.0012176365034606512,DPS21013
DPS21013-1,7,10,0.899,555,18,0.0053,10459284,BV,0.05761343245321713,DPS21013
DPS21013-1,8,12,0.048,472,28,0.0045,10459284,VV,0.0030761343245321714,DPS21013
DPS21013-1,9,DP-IMP-3,12.815,1206,48,0.0115,10459284,VV,0.8212637785183287,DPS21013
DPS21013-1,10,13,0.341,845,39,0.0081,10459284,VV,0.021853370930530636,DPS21013
DPS21013-1,11,DP-IMP-2,14.188,183,10,0.0017,10459284,VB,0.9092540374263011,DPS21013
DPS21013-1,12,DP72,15.604,10388658,249300,99.3248,10459284,BV,1.0,DPS21013
DPS21013-1,13,18,0.711,4064,109,0.0389,10459284,VV,0.04556523968213279,DPS21013
DPS21013-1,14,19,0.814,2024,68,0.0194,10459284,VV,0.05216611125352474,DPS21013
DPS21013-1,15,DP-IMP-1,20.656,44675,1754,0.4271,10459284,VB,1.323763137657011,DPS21013
DPS21013-1,16,26,0.323,253,10,0.0024,10459284,BB,0.02069982055883107,DPS21013
DPS21013-1,17,34,0.439,1789,153,0.0171,10459284,VV,0.02813381184311715,DPS21013
DPS21013-1,18,35,0.433,657,48,0.0063,10459284,BB,0.02774929505255063,DPS21013
DPS21013-1,19,36,0.693,3338,178,0.0319,10459284,BB,0.04441168931043322,DPS21013
DPS21013-1,20,37,0.442,2582,281,0.0247,10459284,BB,0.028326070238400412,DPS21013
DPS21013-2,1,5,0.289,217,24,0.0021,10496025,BV,0.018516145566376215,DPS21013
DPS21013-2,21,37,0.926,1894,193,0.018,10496025,BB,0.059328549461814456,DPS21013
DPS21013-2,2,5,0.498,161,14,0.0015,10496025,VB,0.03190671450538186,DPS21013
DPS21013-2,3,7,0.625,3277,180,0.0312,10496025,BV,0.04004356740133265,DPS21013
DPS21013-2,4,7,0.866,1332,123,0.0127,10496025,VB,0.05548436699128652,DPS21013
DPS21013-2,5,9,0.427,104,7,0.001,10496025,BV,0.027357765248590463,DPS21013
DPS21013-2,6,10,0.023,969,67,0.0092,10496025,VB,0.0014736032803690415,DPS21013
DPS21013-2,7,10,0.876,579,19,0.0055,10496025,BB,0.05612506406970784,DPS21013
DPS21013-2,8,12,0.052,439,27,0.0042,10496025,BV,0.0033316248077908763,DPS21013
DPS21013-2,9,DP-IMP-3,12.82,1207,48,0.0115,10496025,VV,0.8213736545361353,DPS21013
DPS21013-2,10,13,0.333,805,39,0.0077,10496025,VV,0.021335212711430036,DPS21013
DPS21013-2,11,DP-IMP-2,14.172,196,9,0.0019,10496025,VB,0.9079958995386981,DPS21013
DPS21013-2,12,DP72,15.608,10424651,248926,99.32,10496025,BV,1.0,DPS21013
DPS21013-2,13,18,0.705,4360,110,0.0415,10496025,VV,0.04516914402870322,DPS21013
DPS21013-2,14,19,0.811,2180,70,0.0208,10496025,VV,0.05196053305996925,DPS21013
DPS21013-2,15,DP-IMP-1,20.661,45160,1762,0.4303,10496025,VV,1.3237442337262944,DPS21013
DPS21013-2,16,26,0.358,280,9,0.0027,10496025,BB,0.02293695540748334,DPS21013
DPS21013-2,17,34,0.421,1800,154,0.0171,10496025,VV,0.02697334700153767,DPS21013
DPS21013-2,18,35,0.409,658,50,0.0063,10496025,BB,0.026204510507432083,DPS21013
DPS21013-2,19,36,0.675,3192,167,0.0304,10496025,BB,0.04324705279343926,DPS21013
DPS21013-2,20,37,0.422,2563,282,0.0244,10496025,BB,0.027037416709379803,DPS21013
DPS21013-3,1,5,0.29,231,23,0.0022,10493999,BV,0.018580215274218347,DPS21013
DPS21013-3,21,37,0.938,1910,193,0.0182,10493999,BB,0.060097385955920034,DPS21013
DPS21013-3,2,5,0.496,138,13,0.0013,10493999,VV,0.03177857508969759,DPS21013
DPS21013-3,3,7,0.625,3285,181,0.0313,10493999,BV,0.04004356740133265,DPS21013
DPS21013-3,4,7,0.867,1340,123,0.0128,10493999,VB,0.05554843669912865,DPS21013
DPS21013-3,5,9,0.446,60,6,0.0006,10493999,BB,0.02857508969759098,DPS21013
DPS21013-3,6,10,0.024,966,67,0.0092,10493999,BB,0.0015376729882111738,DPS21013
DPS21013-3,7,10,0.888,581,19,0.0055,10493999,BV,0.05689390056381343,DPS21013
DPS21013-3,8,12,0.049,456,28,0.0043,10493999,VV,0.0031394156842644797,DPS21013
DPS21013-3,9,DP-IMP-3,12.82,1219,49,0.0116,10493999,VV,0.8213736545361353,DPS21013
DPS21013-3,10,13,0.352,824,38,0.0079,10493999,VV,0.022552537160430545,DPS21013
DPS21013-3,11,DP-IMP-2,14.214,223,9,0.0021,10493999,VB,0.9106868272680676,DPS21013
DPS21013-3,12,DP72,15.608,10421373,249374,99.3079,10493999,BV,1.0,DPS21013
DPS21013-3,13,18,0.701,4584,114,0.0437,10493999,VV,0.04491286519733469,DPS21013
DPS21013-3,14,19,0.817,2390,76,0.0228,10493999,VV,0.052344951307022033,DPS21013
DPS21013-3,15,DP-IMP-1,20.663,45837,1770,0.4368,10493999,VV,1.3238723731419784,DPS21013
DPS21013-3,16,26,0.332,364,12,0.0035,10493999,VB,0.021271143003587904,DPS21013
DPS21013-3,17,34,0.434,1783,154,0.017,10493999,VV,0.02780625320348539,DPS21013
DPS21013-3,18,35,0.422,699,51,0.0067,10493999,BB,0.027037416709379803,DPS21013
DPS21013-3,19,36,0.687,3159,166,0.0301,10493999,BB,0.04401588928754485,DPS21013
DPS21013-3,20,37,0.434,2578,283,0.0246,10493999,BB,0.02780625320348539,DPS21013
DPS21014-1,1,5,0.286,228,24,0.0022,10580442,BV,0.01833921128566848,DPS21014
DPS21014-1,21,37,0.935,2163,229,0.0204,10580442,BB,0.05995511381853158,DPS21014
DPS21014-1,2,5,0.496,136,15,0.0013,10580442,VB,0.03180506572619429,DPS21014
DPS21014-1,3,7,0.625,3417,179,0.0323,10580442,BV,0.04007694773966015,DPS21014
DPS21014-1,4,7,0.874,1293,120,0.0122,10580442,VB,0.05604360371914075,DPS21014
DPS21014-1,5,10,0.032,935,65,0.0088,10580442,BV,0.0020519397242705997,DPS21014
DPS21014-1,6,10,0.883,631,22,0.006,10580442,VB,0.05662071176659186,DPS21014
DPS21014-1,7,12,0.058,537,33,0.0051,10580442,BV,0.003719140750240462,DPS21014
DPS21014-1,8,DP-IMP-3,12.835,1094,44,0.0103,10580442,VV,0.8230201987816608,DPS21014
DPS21014-1,9,13,0.371,910,43,0.0086,10580442,VV,0.023789676178262262,DPS21014
DPS21014-1,10,DP-IMP-2,14.193,336,16,0.0032,10580442,VB,0.9100993908303943,DPS21014
DPS21014-1,11,DP72,15.595,10507778,255505,99.3132,10580442,BV,1.0,DPS21014
DPS21014-1,12,18,0.772,4647,113,0.0439,10580442,VV,0.04950304584802821,DPS21014
DPS21014-1,13,19,0.951,2480,88,0.0234,10580442,VV,0.060981083680666875,DPS21014
DPS21014-1,14,DP-IMP-1,20.67,46819,1823,0.4425,10580442,VV,1.3254248156460404,DPS21014
DPS21014-1,15,26,0.49,285,10,0.0027,10580442,BB,0.03142032702789355,DPS21014
DPS21014-1,16,34,0.434,1620,136,0.0153,10580442,VV,0.027829432510420006,DPS21014
DPS21014-1,17,35,0.369,621,46,0.0059,10580442,BB,0.02366142994549535,DPS21014
DPS21014-1,18,36,0.618,1475,95,0.0139,10580442,BV,0.03962808592497595,DPS21014
DPS21014-1,19,36,0.919,444,37,0.0042,10580442,VB,0.05892914395639628,DPS21014
DPS21014-1,20,37,0.426,2594,279,0.0245,10580442,BB,0.027316447579352355,DPS21014
DPS21014-2,1,5,0.287,206,23,0.002,10544238,BV,0.018400974546387124,DPS21014
DPS21014-2,21,37,0.942,2203,229,0.0209,10544238,BB,0.060396230044239274,DPS21014
DPS21014-2,2,5,0.496,150,14,0.0014,10544238,VB,0.0318009873693659,DPS21014
DPS21014-2,3,7,0.626,3449,179,0.0327,10544238,BV,0.04013592357504649,DPS21014
DPS21014-2,4,7,0.875,1330,120,0.0126,10544238,VB,0.056100532153619286,DPS21014
DPS21014-2,5,10,0.035,940,65,0.0089,10544238,BB,0.0022440212861447716,DPS21014
DPS21014-2,6,10,0.737,618,22,0.0059,10544238,BB,0.0472526767968199,DPS21014
DPS21014-2,7,12,0.058,562,36,0.0053,10544238,BV,0.003718663845611336,DPS21014
DPS21014-2,8,DP-IMP-3,12.828,1104,43,0.0105,10544238,VV,0.8224658588190037,DPS21014
DPS21014-2,9,13,0.377,894,42,0.0085,10544238,VV,0.02417131499647368,DPS21014
DPS21014-2,10,DP-IMP-2,14.196,332,18,0.0031,10544238,VB,0.9101750336603193,DPS21014
DPS21014-2,11,DP72,15.597,10470991,255565,99.3053,10544238,BV,1.0,DPS21014
DPS21014-2,12,18,0.774,4411,108,0.0418,10544238,VV,0.04962492787074438,DPS21014
DPS21014-2,13,19,0.947,2207,84,0.0209,10544238,VV,0.06071680451368853,DPS21014
DPS21014-2,14,DP-IMP-1,20.668,46290,1813,0.439,10544238,VV,1.3251266269154325,DPS21014
DPS21014-2,15,26,0.439,301,10,0.0029,10544238,BV,0.02814643841764442,DPS21014
DPS21014-2,16,34,0.439,1596,133,0.0151,10544238,VV,0.02814643841764442,DPS21014
DPS21014-2,17,35,0.375,630,46,0.006,10544238,BV,0.02404308520869398,DPS21014
DPS21014-2,18,36,0.619,3071,177,0.0291,10544238,BV,0.03968711931781753,DPS21014
DPS21014-2,19,36,0.911,443,42,0.0042,10544238,VB,0.058408668333653914,DPS21014
DPS21014-2,20,37,0.431,2512,275,0.0238,10544238,BB,0.027633519266525613,DPS21014
DPS21014-3,1,5,0.284,208,23,0.002,10537474,BV,0.01820396128453304,DPS21014
DPS21014-3,21,37,0.934,2163,226,0.0205,10537474,BB,0.05986795718223191,DPS21014
DPS21014-3,2,5,0.497,151,15,0.0014,10537474,VB,0.031856932247932825,DPS21014
DPS21014-3,3,7,0.627,3447,180,0.0327,10537474,BV,0.0401897314274726,DPS21014
DPS21014-3,4,7,0.873,1295,118,0.0123,10537474,VB,0.055957951413370934,DPS21014
DPS21014-3,5,10,0.035,918,65,0.0087,10537474,BV,0.002243445932953016,DPS21014
DPS21014-3,6,10,0.737,618,21,0.0059,10537474,VB,0.04724056150246779,DPS21014
DPS21014-3,7,12,0.056,578,38,0.0055,10537474,BV,0.0035895134927248253,DPS21014
DPS21014-3,8,DP-IMP-3,12.844,1082,43,0.0103,10537474,VV,0.8232805589385295,DPS21014
DPS21014-3,9,13,0.381,876,42,0.0083,10537474,VV,0.024421511441574256,DPS21014
DPS21014-3,10,DP-IMP-2,14.201,315,17,0.003,10537474,VB,0.9102621626818793,DPS21014
DPS21014-3,11,DP72,15.601,10463733,254291,99.3002,10537474,BV,1.0,DPS21014
DPS21014-3,12,18,0.755,4485,111,0.0426,10537474,VV,0.04839433369655791,DPS21014
DPS21014-3,13,19,0.954,2424,84,0.023,10537474,VV,0.061149926286776485,DPS21014
DPS21014-3,14,DP-IMP-1,20.674,46611,1824,0.4423,10537474,VV,1.3251714633677327,DPS21014
DPS21014-3,15,26,0.5,347,10,0.0033,10537474,BB,0.03204922761361451,DPS21014
DPS21014-3,16,34,0.432,1578,132,0.015,10537474,VV,0.027690532658162938,DPS21014
DPS21014-3,17,35,0.369,650,48,0.0062,10537474,BB,0.02365232997884751,DPS21014
DPS21014-3,18,36,0.614,2947,174,0.028,10537474,BV,0.039356451509518615,DPS21014
DPS21014-3,19,36,0.903,498,43,0.0047,10537474,VB,0.05788090507018781,DPS21014
DPS21014-3,20,37,0.424,2550,277,0.0242,10537474,BB,0.027177745016345106,DPS21014
DPS21015-1,1,5,0.293,222,24,0.0021,10534127,BV,0.018776033322652996,DPS21015
DPS21015-1,21,37,0.936,2257,239,0.0214,10534127,BB,0.059980775392502406,DPS21015
DPS21015-1,2,5,0.492,130,13,0.0012,10534127,VB,0.031528356296058956,DPS21015
DPS21015-1,3,7,0.632,3315,172,0.0315,10534127,BV,0.04049983979493752,DPS21015
DPS21015-1,4,7,0.878,1169,110,0.0111,10534127,VB,0.056264017942966996,DPS21015
DPS21015-1,5,10,0.038,853,61,0.0081,10534127,BV,0.00243511694969561,DPS21015
DPS21015-1,6,10,0.904,681,25,0.0065,10534127,VB,0.05793015059275873,DPS21015
DPS21015-1,7,12,0.056,399,25,0.0038,10534127,BV,0.003588593399551426,DPS21015
DPS21015-1,8,DP-IMP-3,12.844,993,39,0.0094,10534127,VV,0.8230695289971163,DPS21015
DPS21015-1,9,13,0.381,785,39,0.0074,10534127,VV,0.024415251521948095,DPS21015
DPS21015-1,10,DP-IMP-2,14.227,200,10,0.0019,10534127,VB,0.9116949695610381,DPS21015
DPS21015-1,11,DP72,15.605,10451590,255784,99.2165,10534127,BV,1.0,DPS21015
DPS21015-1,12,18,0.786,4358,107,0.0414,10534127,VV,0.05036847164370394,DPS21015
DPS21015-1,13,19,0.966,2453,90,0.0233,10534127,VV,0.06190323614226209,DPS21015
DPS21015-1,14,DP-IMP-1,20.673,56256,2191,0.534,10534127,VV,1.3247677026594038,DPS21015
DPS21015-1,15,26,0.41,338,12,0.0032,10534127,BB,0.026273630246715793,DPS21015
DPS21015-1,16,34,0.432,1513,121,0.0144,10534127,VV,0.02768343479653957,DPS21015
DPS21015-1,17,35,0.372,695,52,0.0066,10534127,BB,0.023838513297020185,DPS21015
DPS21015-1,18,36,0.61,2969,171,0.0282,10534127,BV,0.039090035245113744,DPS21015
DPS21015-1,19,36,0.898,461,40,0.0044,10534127,VB,0.05754565844280679,DPS21015
DPS21015-1,20,37,0.422,2489,269,0.0236,10534127,BB,0.027042614546619673,DPS21015
DPS21015-2,1,5,0.293,227,24,0.0022,10513945,BV,0.018773627218555775,DPS21015
DPS21015-2,21,37,0.936,2203,234,0.021,10513945,BB,0.05997308899852631,DPS21015
DPS21015-2,2,5,0.495,126,13,0.0012,10513945,VB,0.031716537451143716,DPS21015
DPS21015-2,3,7,0.633,3226,168,0.0307,10513945,BV,0.04055872364964439,DPS21015
DPS21015-2,4,7,0.879,1263,112,0.012,10513945,VB,0.05632088165566733,DPS21015
DPS21015-2,5,10,0.036,858,60,0.0082,10513945,BV,0.0023066572691740886,DPS21015
DPS21015-2,6,10,0.747,742,26,0.0071,10513945,VB,0.04786313833536234,DPS21015
DPS21015-2,7,12,0.067,402,23,0.0038,10513945,BV,0.004292945473185109,DPS21015
DPS21015-2,8,DP-IMP-3,12.835,946,39,0.009,10513945,VV,0.8223873902735953,DPS21015
DPS21015-2,9,13,0.379,768,39,0.0073,10513945,VB,0.024283975139360543,DPS21015
DPS21015-2,10,DP-IMP-2,14.229,194,9,0.0018,10513945,BB,0.9117062856410585,DPS21015
DPS21015-2,11,DP72,15.607,10431833,254749,99.219,10513945,BV,1.0,DPS21015
DPS21015-2,12,18,0.775,4447,104,0.0423,10513945,VV,0.04965720510027552,DPS21015
DPS21015-2,13,19,0.962,2413,88,0.0229,10513945,VV,0.06163900813737425,DPS21015
DPS21015-2,14,DP-IMP-1,20.674,56074,2201,0.5333,10513945,VV,1.324662010636253,DPS21015
DPS21015-2,15,26,0.457,297,11,0.0028,10513945,BB,0.029281732555904404,DPS21015
DPS21015-2,16,34,0.43,1452,117,0.0138,10513945,VV,0.027551739604023837,DPS21015
DPS21015-2,17,35,0.369,712,52,0.0068,10513945,BB,0.02364323700903441,DPS21015
DPS21015-2,18,36,0.605,2945,171,0.028,10513945,BV,0.03876465688473121,DPS21015
DPS21015-2,19,36,0.898,407,35,0.0039,10513945,VB,0.05753828410328699,DPS21015
DPS21015-2,20,37,0.421,2410,264,0.0229,10513945,BB,0.026975075286730314,DPS21015
DPS21015-3,1,5,0.287,215,23,0.002,10524679,BV,0.01838211746621405,DPS21015
DPS21015-3,21,37,0.926,2185,231,0.0208,10524679,BB,0.05930954973419587,DPS21015
DPS21015-3,2,5,0.503,125,12,0.0012,10524679,VB,0.0322167424582079,DPS21015
DPS21015-3,3,7,0.633,3317,169,0.0315,10524679,BV,0.040543137129315315,DPS21015
DPS21015-3,4,7,0.879,1181,111,0.0112,10524679,VB,0.05629923781464165,DPS21015
DPS21015-3,5,10,0.035,868,62,0.0083,10524679,BB,0.002241721642221226,DPS21015
DPS21015-3,6,10,0.903,723,26,0.0069,10524679,BB,0.057836418369307634,DPS21015
DPS21015-3,7,12,0.064,395,24,0.0038,10524679,BV,0.004099148145775956,DPS21015
DPS21015-3,8,DP-IMP-3,12.84,983,39,0.0093,10524679,VV,0.8223915967463011,DPS21015
DPS21015-3,9,13,0.385,785,39,0.0075,10524679,VV,0.024658938064433485,DPS21015
DPS21015-3,10,DP-IMP-2,14.245,145,9,0.0014,10524679,VB,0.912380708384039,DPS21015
DPS21015-3,11,DP72,15.613,10442081,253123,99.2152,10524679,BV,1.0,DPS21015
DPS21015-3,12,18,0.777,4066,105,0.0386,10524679,VV,0.04976622045731122,DPS21015
DPS21015-3,13,19,0.962,2609,89,0.0248,10524679,VV,0.061615320566194835,DPS21015
DPS21015-3,14,DP-IMP-1,20.678,56732,2217,0.539,10524679,VV,1.3244091462243004,DPS21015
DPS21015-3,15,26,0.454,343,10,0.0033,10524679,BB,0.029078332159098188,DPS21015
DPS21015-3,16,34,0.42,1490,117,0.0142,10524679,VV,0.02690065970665471,DPS21015
DPS21015-3,17,35,0.357,705,53,0.0067,10524679,BB,0.022865560750656502,DPS21015
DPS21015-3,18,36,0.604,2939,170,0.0279,10524679,BV,0.03868571062576059,DPS21015
DPS21015-3,19,36,0.888,420,39,0.004,10524679,VB,0.05687568052264139,DPS21015
DPS21015-3,20,37,0.411,2373,261,0.0225,10524679,BB,0.026324216998654965,DPS21015
DPS21016-1,1,5,0.306,199,22,0.0019,10465324,BV,0.0196015630004484,DPS21016
DPS21016-1,21,36,0.848,316,37,0.003,10465324,BB,0.05432067132150406,DPS21016
DPS21016-1,2,5,0.52,151,15,0.0014,10465324,VB,0.03330984562167702,DPS21016
DPS21016-1,22,37,0.357,2779,305,0.0266,10465324,BB,0.0228684901671898,DPS21016
DPS21016-1,3,7,0.651,3597,190,0.0344,10465324,BV,0.04170136442252258,DPS21016
DPS21016-1,23,37,0.831,2130,258,0.0204,10465324,BB,0.05323169559925693,DPS21016
DPS21016-1,4,7,0.895,1916,172,0.0183,10465324,VB,0.05733136890654026,DPS21016
DPS21016-1,5,10,0.062,1103,77,0.0105,10465324,BV,0.003971558516430722,DPS21016
DPS21016-1,6,10,0.926,671,23,0.0064,10465324,VB,0.05931714816475562,DPS21016
DPS21016-1,7,12,0.091,578,36,0.0055,10465324,BV,0.005829222983793478,DPS21016
DPS21016-1,8,DP-IMP-3,12.867,1546,63,0.0148,10465324,VV,0.8242265069502275,DPS21016
DPS21016-1,9,13,0.413,1402,60,0.0134,10465324,VV,0.02645570431106271,DPS21016
DPS21016-1,10,DP-IMP-2,14.203,428,21,0.0041,10465324,VB,0.9098071872397667,DPS21016
DPS21016-1,11,DP72,15.611,10386745,269457,99.2491,10465324,BV,1.0,DPS21016
DPS21016-1,12,18,0.822,3865,101,0.0369,10465324,VV,0.05265517904042021,DPS21016
DPS21016-1,13,19,0.911,2300,76,0.022,10465324,VV,0.058356287233361094,DPS21016
DPS21016-1,14,DP-IMP-1,20.73,50215,1991,0.4798,10465324,VB,1.3279098071872397,DPS21016
DPS21016-1,15,26,0.53,371,12,0.0035,10465324,BB,0.03395041957594004,DPS21016
DPS21016-1,16,33,0.465,447,50,0.0043,10465324,VV,0.029786688873230414,DPS21016
DPS21016-1,17,33,0.978,476,42,0.0045,10465324,VV,0.06264813272692332,DPS21016
DPS21016-1,18,34,0.382,2165,161,0.0207,10465324,VV,0.02446992505284735,DPS21016
DPS21016-1,19,35,0.334,685,61,0.0065,10465324,BB,0.021395170072384857,DPS21016
DPS21016-1,20,35,0.977,1239,70,0.0118,10465324,BB,0.06258407533149701,DPS21016
DPS21016-2,1,5,0.306,207,23,0.002,10453053,BV,0.01957523029682702,DPS21016
DPS21016-2,21,36,0.839,319,38,0.0031,10453053,BB,0.053671954964176045,DPS21016
DPS21016-2,2,5,0.505,166,14,0.0016,10453053,VV,0.032305527123848515,DPS21016
DPS21016-2,22,37,0.35,2789,303,0.0267,10453053,BB,0.022389969293756397,DPS21016
DPS21016-2,3,7,0.649,3535,186,0.0338,10453053,BV,0.041517400204708295,DPS21016
DPS21016-2,23,37,0.823,2109,254,0.0202,10453053,BB,0.052648413510747186,DPS21016
DPS21016-2,4,7,0.895,1902,170,0.0182,10453053,VB,0.05725435005117707,DPS21016
DPS21016-2,5,10,0.063,1058,75,0.0101,10453053,BB,0.004030194472876151,DPS21016
DPS21016-2,6,10,0.898,613,22,0.0059,10453053,BB,0.057446264073694984,DPS21016
DPS21016-2,7,12,0.089,556,36,0.0053,10453053,BV,0.0056934493346980555,DPS21016
DPS21016-2,8,DP-IMP-3,12.87,1480,62,0.0142,10453053,VV,0.8233111566018423,DPS21016
DPS21016-2,9,13,0.412,1341,59,0.0128,10453053,VV,0.026356192425793245,DPS21016
DPS21016-2,10,DP-IMP-2,14.203,390,22,0.0037,10453053,VB,0.9085849539406345,DPS21016
DPS21016-2,11,DP72,15.632,10373430,261583,99.2383,10453053,BV,1.0,DPS21016
DPS21016-2,12,18,0.812,3869,97,0.037,10453053,VV,0.05194472876151485,DPS21016
DPS21016-2,13,19,0.933,2277,76,0.0218,10453053,VV,0.05968526100307063,DPS21016
DPS21016-2,14,DP-IMP-1,20.732,50173,1985,0.48,10453053,VV,1.3262538382804503,DPS21016
DPS21016-2,15,26,0.547,306,11,0.0029,10453053,BB,0.034992323439099283,DPS21016
DPS21016-2,16,33,0.457,338,42,0.0032,10453053,BV,0.029234902763561926,DPS21016
DPS21016-2,17,33,0.972,429,40,0.0041,10453053,VV,0.06218014329580348,DPS21016
DPS21016-2,18,34,0.376,2068,156,0.0198,10453053,VV,0.024053224155578302,DPS21016
DPS21016-2,19,35,0.323,650,59,0.0062,10453053,BB,0.02066274309109519,DPS21016
DPS21016-2,20,35,0.966,3048,138,0.0292,10453053,BB,0.061796315250767654,DPS21016
DPS21016-3,1,5,0.305,223,23,0.0021,10471065,BV,0.019532500800512328,DPS21016
DPS21016-3,21,36,0.832,294,35,0.0028,10471065,BB,0.05328210054434838,DPS21016
DPS21016-3,2,5,0.525,144,14,0.0014,10471065,VB,0.03362151777137368,DPS21016
DPS21016-3,22,37,0.342,2771,302,0.0265,10471065,BB,0.021902017291066285,DPS21016
DPS21016-3,3,7,0.652,3576,186,0.0342,10471065,BV,0.04175472302273455,DPS21016
DPS21016-3,23,37,0.815,2135,257,0.0204,10471065,BB,0.05219340377841818,DPS21016
DPS21016-3,4,7,0.897,1927,170,0.0184,10471065,VB,0.057444764649375604,DPS21016
DPS21016-3,5,10,0.063,1086,76,0.0104,10471065,BB,0.004034582132564841,DPS21016
DPS21016-3,6,10,0.935,621,22,0.0059,10471065,BB,0.059878322126160746,DPS21016
DPS21016-3,7,12,0.093,530,35,0.0051,10471065,BV,0.00595581171950048,DPS21016
DPS21016-3,8,DP-IMP-3,12.878,1429,59,0.0137,10471065,VV,0.8247198206852385,DPS21016
DPS21016-3,9,13,0.42,1323,57,0.0126,10471065,VV,0.026897214217098942,DPS21016
DPS21016-3,10,DP-IMP-2,14.231,379,21,0.0036,10471065,VB,0.9113672750560359,DPS21016
DPS21016-3,11,DP72,15.615,10391125,270786,99.2366,10471065,BV,1.0,DPS21016
DPS21016-3,12,18,0.823,3894,100,0.0372,10471065,VV,0.05270573166826769,DPS21016
DPS21016-3,13,19,0.923,2343,77,0.0224,10471065,VV,0.059109830291386486,DPS21016
DPS21016-3,14,DP-IMP-1,20.739,50288,1989,0.4803,10471065,VV,1.3281460134486072,DPS21016
DPS21016-3,15,26,0.51,394,12,0.0038,10471065,BB,0.03266090297790586,DPS21016
DPS21016-3,16,33,0.45,411,46,0.0039,10471065,VV,0.02881844380403458,DPS21016
DPS21016-3,17,33,0.962,429,37,0.0041,10471065,VV,0.06160742875440282,DPS21016
DPS21016-3,18,34,0.366,2123,157,0.0203,10471065,VV,0.023439000960614794,DPS21016
DPS21016-3,19,35,0.314,627,56,0.006,10471065,BB,0.02010886967659302,DPS21016
DPS21016-3,20,35,0.958,2993,135,0.0286,10471065,BB,0.061351264809478064,DPS21016
DPS21017-1,1,5,0.337,192,20,0.0018,10464891,BV,0.021204303781539043,DPS21017
DPS21017-1,21,36,0.31,1567,72,0.015,10464891,BB,0.019505442647706536,DPS21017
DPS21017-1,2,5,0.559,172,17,0.0016,10464891,VB,0.035172717548606305,DPS21017
DPS21017-1,22,36,0.859,604,73,0.0058,10464891,BB,0.054048952368967465,DPS21017
DPS21017-1,3,5,0.964,132,13,0.0013,10464891,BB,0.06065563455609387,DPS21017
DPS21017-1,23,37,0.376,3257,360,0.0311,10464891,BB,0.023658214308185994,DPS21017
DPS21017-1,4,7,0.519,2096,210,0.02,10464891,BV,0.032655886239224816,DPS21017
DPS21017-1,24,37,0.837,2162,276,0.0207,10464891,BB,0.052664695148807644,DPS21017
DPS21017-1,5,7,0.723,1626,165,0.0155,10464891,VV,0.0454917259170704,DPS21017
DPS21017-1,6,7,0.961,2374,204,0.0227,10464891,VB,0.06046687220789026,DPS21017
DPS21017-1,7,10,0.164,1189,86,0.0114,10464891,BB,0.010319008368464104,DPS21017
DPS21017-1,8,11,0.062,498,16,0.0048,10464891,BB,0.003901088529541307,DPS21017
DPS21017-1,9,12,0.207,510,31,0.0049,10464891,BV,0.013024602026049202,DPS21017
DPS21017-1,10,DP-IMP-3,13.031,1328,55,0.0127,10464891,VV,0.8199207198137545,DPS21017
DPS21017-1,11,13,0.632,1683,66,0.0161,10464891,VV,0.03976593468822752,DPS21017
DPS21017-1,12,DP-IMP-2,14.305,323,14,0.0031,10464891,VB,0.9000817970175549,DPS21017
DPS21017-1,13,DP72,15.893,10385307,243308,99.2395,10464891,BV,1.0,DPS21017
DPS21017-1,14,19,0.183,4513,111,0.0431,10464891,VV,0.01151450324042031,DPS21017
DPS21017-1,15,20,0.249,1877,66,0.0179,10464891,VV,0.015667274900899766,DPS21017
DPS21017-1,16,DP-IMP-1,20.984,50045,1931,0.4782,10464891,VV,1.320329704901529,DPS21017
DPS21017-1,17,26,0.801,406,12,0.0039,10464891,VB,0.05039954697036431,DPS21017
DPS21017-1,18,33,0.501,432,60,0.0041,10464891,BB,0.03152331215000315,DPS21017
DPS21017-1,19,34,0.395,1934,180,0.0185,10464891,BB,0.0248537091801422,DPS21017
DPS21017-1,20,35,0.35,664,62,0.0063,10464891,BB,0.022022273957088025,DPS21017
DPS21017-2,1,5,0.335,187,20,0.0018,10473574,BV,0.021079788572866853,DPS21017
DPS21017-2,21,36,0.172,3144,137,0.03,10473574,BB,0.010823055625471934,DPS21017
DPS21017-2,2,5,0.553,166,17,0.0016,10473574,VB,0.03479738233073245,DPS21017
DPS21017-2,22,36,0.856,612,73,0.0058,10473574,BB,0.05386357915932545,DPS21017
DPS21017-2,3,5,0.959,141,14,0.0013,10473574,BB,0.0603448275862069,DPS21017
DPS21017-2,23,37,0.371,3316,366,0.0317,10473574,BB,0.02334507928517493,DPS21017
DPS21017-2,4,7,0.518,2100,210,0.02,10473574,BV,0.032595016360432924,DPS21017
DPS21017-2,24,37,0.834,2162,276,0.0206,10473574,BB,0.052479234835137174,DPS21017
