Sample Base Name,RRT,% Area
DPS21009,2.4784205101777896,0.0038
DPS21009,2.4790338164251207,0.0038
DPS21010,0.21970671468999228,0.0081
DPS21010,0.2199330414627865,0.0076
DPS21010,0.2199407826982492,0.0072
DPS21010,0.3394648829431438,0.0036
DPS21010,0.34000772598506307,0.0034
DPS21010,0.3401132852729145,0.0033
DPS21010,0.47986879341394395,0.0337
DPS21010,0.4803681771369722,0.0337
DPS21010,0.4804275045068246,0.0336
DPS21010,0.5051453563159248,0.0123
DPS21010,0.505664263645726,0.0127
DPS21010,0.5058588720061808,0.0125
DPS21010,0.6432981733985079,0.008
DPS21010,0.6437033221735771,0.008
DPS21010,0.6439881565396499,0.0082
DPS21010,0.6986107537947003,0.0089
DPS21010,0.6996009268795057,0.0085
DPS21010,0.6997167138810199,0.0084
DPS21010,0.7739259068690506,0.0042
DPS21010,0.7742662203913492,0.0032
DPS21010,0.7745300025753283,0.0041
DPS21010,0.8230640596861333,0.0128
DPS21010,0.8236997940267766,0.0116
DPS21010,0.824040690187999,0.0127
DPS21010,0.8573449961409828,0.0068
DPS21010,0.857621009268795,0.006
DPS21010,0.8580350244656194,0.0059
DPS21010,0.9144567456230691,0.0019
DPS21010,0.9148853978882308,0.0022
DPS21010,0.9151659377411885,0.0023
DPS21010,1.0,99.28613333333334
DPS21010,1.2011191149987137,0.0439
DPS21010,1.2017125933556527,0.0453
DPS21010,1.2017250257466532,0.045
DPS21010,1.2829945973758683,0.0277
DPS21010,1.2834062821833163,0.0282
DPS21010,1.2839299510687612,0.0281
DPS21010,1.3266658091072807,0.3945
DPS21010,1.3276261585993823,0.3956
DPS21010,1.328032449137265,0.396
DPS21010,1.699858393408857,0.0039
DPS21010,1.7005402624131722,0.0042
DPS21010,1.7026783414885398,0.0036
DPS21010,2.2116670954463595,0.0117
DPS21010,2.2138810198300285,0.0124
DPS21010,2.2138903192584967,0.012
DPS21010,2.2719320812966295,0.0101
DPS21010,2.274008753861998,0.0084
DPS21010,2.274143703322174,0.0103
DPS21010,2.3381142269102138,0.0426
DPS21010,2.339920185375901,0.0577
DPS21010,2.3408447077002315,0.0429
DPS21010,2.4044250064316954,0.039
DPS21010,2.406668383110196,0.0384
DPS21010,2.40677311357198,0.0385
DPS21010,2.435811679958837,0.0295
DPS21010,2.4381921194952354,0.0295
DPS21010,2.438208032955716,0.0299
DPS21010,2.4592230511962954,0.0081
DPS21010,2.4619495235642543,0.0059
DPS21010,2.463053553038105,0.0034
DPS21011,0.33889816360601,0.0018
DPS21011,0.3391354614939945,0.0019
DPS21011,0.33922147995889,0.0019
DPS21011,0.35238217542057276,0.0015
DPS21011,0.352431113109384,0.0012
DPS21011,0.35245375128468653,0.0016
DPS21011,0.4799666110183639,0.0321
DPS21011,0.4799922923758751,0.0322
DPS21011,0.4801515930113052,0.0324
DPS21011,0.505008347245409,0.0142
DPS21011,0.5050420707816815,0.0138
DPS21011,0.5051387461459403,0.0138
DPS21011,0.6432012332198599,0.011
DPS21011,0.6433157827147811,0.0113
DPS21011,0.6433710174717369,0.0113
DPS21011,0.6886562178828366,0.0049
DPS21011,0.6983433928342109,0.0052
DPS21011,0.7001091913417689,0.0054
DPS21011,0.7744317452163862,0.004
DPS21011,0.7746804547498233,0.0047
DPS21011,0.7747302158273381,0.0044
DPS21011,0.8227173494285348,0.0112
DPS21011,0.8227774922918808,0.0115
DPS21011,0.8230457961333418,0.0115
DPS21011,0.8561705406446641,0.0076
DPS21011,0.8570235724837818,0.0075
DPS21011,0.8570786228160329,0.0082
DPS21011,0.911298092363029,0.0017
DPS21011,0.9116778006166495,0.002
DPS21011,0.9127391806857583,0.0017
DPS21011,1.0,99.24283333333334
DPS21011,1.1998201554370864,0.0465
DPS21011,1.1999486323359445,0.046
DPS21011,1.2011176772867422,0.0462
DPS21011,1.2775386986961268,0.0192
DPS21011,1.2781559008604082,0.0199
DPS21011,1.278198869475848,0.0205
DPS21011,1.3273404391935277,0.4867
DPS21011,1.3274665981500515,0.4883
DPS21011,1.3275097951056585,0.4872
DPS21011,1.6964813150121998,0.004
DPS21011,1.6970709146968141,0.0034
DPS21011,1.6977326739032692,0.0048
DPS21011,2.2086169256453063,0.0188
DPS21011,2.2090184994861253,0.0198
DPS21011,2.209454685593166,0.0194
DPS21011,2.2706433799922947,0.0065
DPS21011,2.2710688591983557,0.0076
DPS21011,2.2713083691951956,0.0066
DPS21011,2.335945529290853,0.0138
DPS21011,2.336586618723514,0.0331
DPS21011,2.337080095060698,0.0328
DPS21011,2.3682419416977014,0.0037
DPS21011,2.3688335046248716,0.0037
DPS21011,2.3692594257820025,0.0042
DPS21011,2.401309875433415,0.0294
DPS21011,2.4018499486125386,0.0294
DPS21011,2.402209518915794,0.0292
DPS21011,2.432002054706562,0.0225
DPS21011,2.432425488180884,0.0223
DPS21011,2.4328473248121267,0.0226
DPS21012,0.3389102564102564,0.0016
DPS21012,0.3389287544848795,0.0018
DPS21012,0.33905909498782205,0.0018
DPS21012,0.35155749262915015,0.0015
DPS21012,0.35206304459251664,0.0013
DPS21012,0.35224358974358977,0.0012
DPS21012,0.4882707345212152,0.032
DPS21012,0.4883393131727319,0.0319
DPS21012,0.4884615384615385,0.032
DPS21012,0.5039723218862121,0.0128
DPS21012,0.5039738495064735,0.0125
DPS21012,0.5041666666666667,0.0125
DPS21012,0.604241414659149,0.0006
DPS21012,0.6047435897435897,0.0007
DPS21012,0.6048583514933983,0.0007
DPS21012,0.6420330726829893,0.0093
DPS21012,0.6420425422860072,0.0095
DPS21012,0.642051282051282,0.0089
DPS21012,0.6961287014485322,0.0052
DPS21012,0.6963095848282932,0.0054
DPS21012,0.6997435897435897,0.0052
DPS21012,0.7721681189133777,0.0064
DPS21012,0.7723717948717949,0.0061
DPS21012,0.7727214459684655,0.0059
DPS21012,0.8211126778618125,0.013
DPS21012,0.8213095848282932,0.0133
DPS21012,0.8218589743589744,0.0132
DPS21012,0.8542307692307692,0.0075
DPS21012,0.8542494551980515,0.0073
DPS21012,0.8551383905689389,0.0076
DPS21012,0.9076923076923077,0.0026
DPS21012,0.9079605178823228,0.0021
DPS21012,0.908444387493593,0.0026
DPS21012,1.0,99.23456666666668
DPS21012,1.1965773618766824,0.0407
DPS21012,1.1968862121988724,0.0379
DPS21012,1.197051282051282,0.0387
DPS21012,1.2690287032291132,0.0204
DPS21012,1.2691962568901423,0.0233
DPS21012,1.2697435897435898,0.0199
DPS21012,1.323231676063557,0.5107
DPS21012,1.3234200743494424,0.5152
DPS21012,1.323846153846154,0.5111
DPS21012,1.68900563813429,0.0036
DPS21012,1.6911538461538462,0.0032
DPS21012,1.6946545314703243,0.003
DPS21012,2.206112250128139,0.0182
DPS21012,2.2071529291116523,0.0185
DPS21012,2.2073717948717952,0.0184
DPS21012,2.2696053305996924,0.0058
DPS21012,2.2709268042558644,0.007
DPS21012,2.271025641025641,0.007
DPS21012,2.350269092772937,0.0315
DPS21012,2.351237020894757,0.0178
DPS21012,2.351730769230769,0.0304
DPS21012,2.3981932342388514,0.0277
DPS21012,2.399435969747468,0.0275
DPS21012,2.399551282051282,0.0269
DPS21012,2.4298436699128647,0.0186
DPS21012,2.4311626714523777,0.0188
DPS21012,2.431282051282051,0.0186
DPS21013,0.33875929248910536,0.0019
DPS21013,0.3388646847770374,0.0021
DPS21013,0.3389287544848795,0.0022
DPS21013,0.35157651884132274,0.0014
DPS21013,0.3521271143003588,0.0013
DPS21013,0.35225525371604305,0.0015
DPS21013,0.48846449628300437,0.0318
DPS21013,0.4885315222962583,0.03125
DPS21013,0.5039723218862121,0.0127
DPS21013,0.5040363915940543,0.0128
DPS21013,0.5040374263009485,0.0129
DPS21013,0.6039851358277806,0.001
DPS21013,0.6052024602767812,0.0006
DPS21013,0.6052294283517048,0.0008
DPS21013,0.6420789541143297,0.0093
DPS21013,0.6421706817016914,0.0092
DPS21013,0.6422347514095335,0.0092
DPS21013,0.6968221424910301,0.0055
DPS21013,0.6975909789851358,0.0055
DPS21013,0.6984747500640861,0.0053
DPS21013,0.7719759097898513,0.0043
DPS21013,0.772109715457575,0.0045
DPS21013,0.7721681189133777,0.0042
DPS21013,0.8212637785183287,0.0115
DPS21013,0.8213736545361353,0.01155
DPS21013,0.8542414146591492,0.0077
DPS21013,0.8549730838246603,0.0081
DPS21013,0.8554587391081496,0.0079
DPS21013,0.9079958995386981,0.0019
DPS21013,0.9092540374263011,0.0017
DPS21013,0.9106868272680676,0.0021
DPS21013,1.0,99.31756666666666
DPS21013,1.198167606355715,0.0437
DPS21013,1.1984238851870834,0.0415
DPS21013,1.199115611381697,0.0389
DPS21013,1.2692849820604817,0.0208
DPS21013,1.2696694003075346,0.0228
DPS21013,1.2698026147141759,0.0194
DPS21013,1.3237442337262944,0.4303
DPS21013,1.323763137657011,0.4271
DPS21013,1.3238723731419784,0.4368
DPS21013,1.6869392463470907,0.0024
DPS21013,1.6870835468990262,0.0035
DPS21013,1.6887493593029215,0.0027
DPS21013,2.2053434136340337,0.0171
DPS21013,2.2061763198359814,0.017
DPS21013,2.2070622917200717,0.0171
DPS21013,2.2686442849820603,0.0063
DPS21013,2.269477191184008,0.0067
DPS21013,2.2707639066905925,0.0063
DPS21013,2.3497565351101994,0.0304
DPS21013,2.3505253716043053,0.0301
DPS21013,2.3515124327095616,0.0319
DPS21013,2.3976166068682723,0.0244
DPS21013,2.398385443362378,0.0246
DPS21013,2.399512945398616,0.0247
DPS21013,2.4299077396207074,0.018
DPS21013,2.430676576114813,0.0182
DPS21013,2.4318123558062035,0.0183
DPS21014,0.3386962374206781,0.002
DPS21014,0.33895479320294963,0.0022
DPS21014,0.33897544399564017,0.002
DPS21014,0.3523492083840779,0.0014
DPS21014,0.352375456818619,0.0014
DPS21014,0.35242064764347547,0.0013
DPS21014,0.4888789180180757,0.0327
DPS21014,0.48893876242385376,0.0323
DPS21014,0.4889401808040008,0.0327
DPS21014,0.5046471380039741,0.0123
DPS21014,0.5049047893825735,0.0126
DPS21014,0.5049054184033344,0.0122
DPS21014,0.6432279982052432,0.0087
