Sample Name,Peak Number,RT,Area,Height,% Area,Total Area,Int Type
DPS22014-1,18,36.280,1861,85,0.0176,10549452,BB
DPS22014-1,19,36.871,529,59,0.0050,10549452,BB
DPS22014-1,20,37.380,2519,255,0.0239,10549452,BB
DPS22014-2,1,5.315,423,25,0.0040,10535461,BB
DPS22014-2,21,37.854,1665,185,0.0158,10535461,BB
DPS22014-2,2,7.525,1445,146,0.0137,10535461,BV
DPS22014-2,3,7.720,1655,151,0.0157,10535461,VV
DPS22014-2,4,7.967,1510,129,0.0143,10535461,VB
DPS22014-2,5,10.154,897,62,0.0085,10535461,BB
DPS22014-2,6,11.067,616,19,0.0058,10535461,BB
DPS22014-2,7,12.191,522,33,0.0050,10535461,BV
DPS22014-2,3,13.006,1268,52,0.0120,10535461,VV
DPS22014-2,9,13.628,1090,45,0.0103,10535461,VV
DPS22014-2,2,14.318,266,17,0.0025,10535461,VB
DPS22014-2,72,15.788,10468529,262733,99.3647,10535461,BV
DPS22014-2,12,18.011,2996,82,0.0284,10535461,VV
DPS22014-2,13,19.209,1730,47,0.0164,10535461,VV
DPS22014-2,1,20.941,43045,1635,0.4086,10535461,VB
DPS22014-2,15,26.776,297,9,0.0028,10535461,BB
DPS22014-2,16,34.388,2032,139,0.0193,10535461,BB
DPS22014-2,17,35.364,550,45,0.0052,10535461,BB
DPS22014-2,18,36.297,1769,84,0.0168,10535461,BB
DPS22014-2,19,36.882,557,58,0.0053,10535461,BB
DPS22014-2,20,37.391,2599,261,0.0247,10535461,BB
DPS22014-3,1,5.322,379,25,0.0036,10507543,BB
DPS22014-3,21,37.848,1686,186,0.0160,10507543,BB
DPS22014-3,2,7.524,1442,146,0.0137,10507543,BV
DPS22014-3,3,7.719,1671,151,0.0159,10507543,VV
DPS22014-3,4,7.966,1525,130,0.0145,10507543,VB
DPS22014-3,5,10.153,919,61,0.0087,10507543,BB
DPS22014-3,6,11.067,588,20,0.0056,10507543,BB
DPS22014-3,7,12.202,536,33,0.0051,10507543,BV
DPS22014-3,3,13.003,1343,53,0.0128,10507543,VV
DPS22014-3,9,13.640,1162,47,0.0111,10507543,VV
DPS22014-3,2,14.308,435,20,0.0041,10507543,VB
DPS22014-3,72,15.789,10439760,262373,99.3549,10507543,BV
DPS22014-3,12,17.978,2956,83,0.0281,10507543,VV
DPS22014-3,13,19.212,2078,52,0.0198,10507543,VV
DPS22014-3,1,20.940,43308,1638,0.4122,10507543,VB
DPS22014-3,15,26.799,281,9,0.0027,10507543,BB
DPS22014-3,16,34.383,1961,137,0.0187,10507543,BB
DPS22014-3,17,35.361,574,44,0.0055,10507543,BB
DPS22014-3,18,36.290,1773,84,0.0169,10507543,BB
DPS22014-3,19,36.877,542,58,0.0052,10507543,BB
DPS22014-3,20,37.385,2622,262,0.0250,10507543,BB
DPS22015-1,1,5.089,527,32,0.0050,10549846,BB
DPS22015-1,21,37.602,994,79,0.0094,10549846,BB
DPS22015-1,2,7.333,1743,142,0.0165,10549846,BV
DPS22015-1,3,7.520,947,98,0.0090,10549846,VV
DPS22015-1,4,7.772,1529,119,0.0145,10549846,VB
DPS22015-1,5,9.387,392,27,0.0037,10549846,BV
DPS22015-1,6,9.883,741,54,0.0070,10549846,VB
DPS22015-1,7,10.706,485,19,0.0046,10549846,BB
DPS22015-1,8,11.862,469,31,0.0044,10549846,BV
DPS22015-1,3,12.577,1911,80,0.0181,10549846,VV
DPS22015-1,10,13.189,1055,47,0.0100,10549846,VB
DPS22015-1,2,14.277,460,26,0.0044,10549846,BV
DPS22015-1,72,15.088,10474001,240609,99.2811,10549846,VV
DPS22015-1,13,19.084,1890,46,0.0179,10549846,VV
DPS22015-1,1,20.327,54019,2106,0.5120,10549846,VV
DPS22015-1,15,21.788,857,32,0.0081,10549846,VB
DPS22015-1,16,26.968,857,15,0.0081,10549846,BB
DPS22015-1,17,34.099,1268,98,0.0120,10549846,BB
DPS22015-1,18,35.646,3211,91,0.0304,10549846,BB
DPS22015-1,19,36.776,657,56,0.0062,10549846,BB
DPS22015-1,20,37.306,1832,204,0.0174,10549846,BB
DPS22015-2,1,5.087,462,30,0.0044,10540130,BB
DPS22015-2,21,37.599,921,78,0.0087,10540130,BB
DPS22015-2,2,7.333,1737,141,0.0165,10540130,BV
DPS22015-2,3,7.519,925,95,0.0088,10540130,VV
DPS22015-2,4,7.771,1512,118,0.0143,10540130,VB
DPS22015-2,5,9.392,393,27,0.0037,10540130,BV
DPS22015-2,6,9.878,720,54,0.0068,10540130,VV
DPS22015-2,7,10.715,578,21,0.0055,10540130,VB
DPS22015-2,8,11.867,451,30,0.0043,10540130,BV
DPS22015-2,3,12.576,1884,79,0.0179,10540130,VV
DPS22015-2,10,13.195,1100,47,0.0104,10540130,VV
DPS22015-2,2,14.280,572,28,0.0054,10540130,VV
DPS22015-2,72,15.090,10465089,240576,99.2880,10540130,VV
DPS22015-2,13,19.096,1973,49,0.0187,10540130,VV
DPS22015-2,1,20.327,54008,2107,0.5124,10540130,VV
DPS22015-2,15,21.802,972,35,0.0092,10540130,VB
DPS22015-2,16,26.952,827,14,0.0078,10540130,BB
DPS22015-2,17,34.093,1151,95,0.0109,10540130,BB
DPS22015-2,18,35.639,2671,79,0.0253,10540130,BB
DPS22015-2,19,36.773,527,50,0.0050,10540130,BB
DPS22015-2,20,37.303,1657,192,0.0157,10540130,BB
DPS22015-3,1,5.092,584,33,0.0056,10516157,BV
DPS22015-3,21,37.590,960,79,0.0091,10516157,BB
DPS22015-3,2,7.333,1713,141,0.0163,10516157,BV
DPS22015-3,3,7.519,929,96,0.0088,10516157,VV
DPS22015-3,4,7.772,1507,118,0.0143,10516157,VB
DPS22015-3,5,9.391,399,28,0.0038,10516157,BV
DPS22015-3,6,9.885,726,54,0.0069,10516157,VB
DPS22015-3,7,10.727,620,21,0.0059,10516157,BB
DPS22015-3,8,11.862,464,32,0.0044,10516157,BV
DPS22015-3,3,12.578,1842,79,0.0175,10516157,VV
DPS22015-3,10,13.195,1013,45,0.0096,10516157,VB
DPS22015-3,2,14.282,464,26,0.0044,10516157,BV
DPS22015-3,72,15.092,10441238,239894,99.2876,10516157,VV
DPS22015-3,13,19.107,1964,46,0.0187,10516157,VV
DPS22015-3,1,20.329,53996,2106,0.5135,10516157,VV
DPS22015-3,15,21.799,881,33,0.0084,10516157,VB
DPS22015-3,16,26.943,900,14,0.0086,10516157,BB
DPS22015-3,17,34.084,1096,91,0.0104,10516157,BB
DPS22015-3,18,35.625,2710,81,0.0258,10516157,BB
DPS22015-3,19,36.763,429,44,0.0041,10516157,BB
DPS22015-3,20,37.295,1723,195,0.0164,10516157,BB
DPS22016-1,1,5.088,513,30,0.0048,10578115,BB
DPS22016-1,21,37.595,958,82,0.0091,10578115,BB
DPS22016-1,2,7.333,1455,125,0.0138,10578115,BV
DPS22016-1,3,7.526,973,94,0.0092,10578115,VV
DPS22016-1,4,7.772,1404,115,0.0133,10578115,VB
DPS22016-1,5,9.386,369,24,0.0035,10578115,BV
DPS22016-1,6,9.879,692,48,0.0065,10578115,VV
DPS22016-1,7,10.731,662,24,0.0063,10578115,VB
DPS22016-1,8,11.865,390,27,0.0037,10578115,BB
DPS22016-1,3,12.582,1707,72,0.0161,10578115,BV
DPS22016-1,10,13.200,835,40,0.0079,10578115,VV
DPS22016-1,2,14.275,392,18,0.0037,10578115,VB
DPS22016-1,72,15.092,10506137,240950,99.3196,10578115,BV
DPS22016-1,13,19.128,1888,46,0.0178,10578115,VV
DPS22016-1,1,20.331,51736,2014,0.4891,10578115,VV
DPS22016-1,15,21.811,1049,38,0.0099,10578115,VB
DPS22016-1,16,26.827,617,12,0.0058,10578115,BB
DPS22016-1,17,34.092,977,82,0.0092,10578115,BB
DPS22016-1,18,35.630,2793,81,0.0264,10578115,BB
DPS22016-1,19,36.765,431,38,0.0041,10578115,BB
DPS22016-1,20,37.294,2137,241,0.0202,10578115,BB
DPS22016-2,1,5.086,482,31,0.0046,10547746,BB
DPS22016-2,21,37.591,989,83,0.0094,10547746,BB
DPS22016-2,2,7.333,1477,126,0.0140,10547746,BV
DPS22016-2,3,7.522,974,93,0.0092,10547746,VV
DPS22016-2,4,7.772,1442,116,0.0137,10547746,VB
DPS22016-2,5,9.394,319,24,0.0030,10547746,BV
DPS22016-2,6,9.878,656,47,0.0062,10547746,VB
DPS22016-2,7,10.721,637,24,0.0060,10547746,BB
DPS22016-2,8,11.869,407,27,0.0039,10547746,BV
DPS22016-2,3,12.589,1750,74,0.0166,10547746,VV
DPS22016-2,10,13.193,848,39,0.0080,10547746,VV
DPS22016-2,2,14.293,359,18,0.0034,10547746,VV
DPS22016-2,72,15.093,10475572,240360,99.3157,10547746,VV
DPS22016-2,13,19.118,1898,46,0.0180,10547746,VV
DPS22016-2,1,20.334,51673,2011,0.4899,10547746,VV
DPS22016-2,15,21.812,1060,40,0.0101,10547746,VB
DPS22016-2,16,26.994,717,11,0.0068,10547746,BB
DPS22016-2,17,34.090,993,82,0.0094,10547746,BB
DPS22016-2,18,35.638,2919,87,0.0277,10547746,BB
DPS22016-2,19,36.764,422,37,0.0040,10547746,BB
DPS22016-2,20,37.293,2151,243,0.0204,10547746,BB
DPS22016-3,1,5.087,536,31,0.0051,10550482,BB
DPS22016-3,21,37.592,985,84,0.0093,10550482,BB
DPS22016-3,2,7.334,1396,120,0.0132,10550482,BV
DPS22016-3,3,7.526,781,83,0.0074,10550482,VV
DPS22016-3,4,7.774,1060,104,0.0100,10550482,VB
DPS22016-3,5,9.398,350,25,0.0033,10550482,BV
DPS22016-3,6,9.882,682,48,0.0065,10550482,VV
DPS22016-3,7,10.717,699,26,0.0066,10550482,VB
DPS22016-3,8,11.872,401,28,0.0038,10550482,BV
DPS22016-3,3,12.591,1743,73,0.0165,10550482,VV
DPS22016-3,10,13.199,847,39,0.0080,10550482,VV
DPS22016-3,2,14.286,366,18,0.0035,10550482,VB
DPS22016-3,72,15.102,10480348,240163,99.3353,10550482,BB
DPS22016-3,13,19.122,1062,35,0.0101,10550482,BV
DPS22016-3,1,20.341,51116,2004,0.4845,10550482,VB
DPS22016-3,15,21.831,998,37,0.0095,10550482,BB
DPS22016-3,16,26.898,657,10,0.0062,10550482,BB
DPS22016-3,17,34.091,986,83,0.0093,10550482,BB
DPS22016-3,18,35.633,2931,88,0.0278,10550482,BB
DPS22016-3,19,36.767,387,36,0.0037,10550482,BB
DPS22016-3,20,37.294,2152,242,0.0204,10550482,BB
DPS22017-1,1,5.318,335,23,0.0032,10532733,BB
DPS22017-1,2,7.532,1410,141,0.0134,10532733,BV
DPS22017-1,3,7.748,1614,144,0.0153,10532733,VV
DPS22017-1,4,7.992,1186,106,0.0113,10532733,VB
DPS22017-1,5,10.188,830,53,0.0079,10532733,BV
DPS22017-1,6,11.102,805,30,0.0076,10532733,VB
DPS22017-1,7,12.247,497,28,0.0047,10532733,BV
DPS22017-1,3,13.061,1250,46,0.0119,10532733,VV
DPS22017-1,9,13.736,608,29,0.0058,10532733,VV
DPS22017-1,2,14.387,261,12,0.0025,10532733,VB
DPS22017-1,72,15.857,10458193,259935,99.2923,10532733,BV
DPS22017-1,12,19.369,2240,51,0.0213,10532733,VV
DPS22017-1,1,21.054,53689,2033,0.5097,10532733,VV
DPS22017-1,14,34.346,1401,96,0.0133,10532733,BB
DPS22017-1,15,35.342,503,46,0.0048,10532733,BB
DPS22017-1,16,35.985,3229,122,0.0307,10532733,BB
DPS22017-1,17,37.370,3078,345,0.0292,10532733,BB
DPS22017-1,18,37.702,1604,145,0.0152,10532733,BB
DPS22017-2,1,5.320,407,25,0.0039,10565840,BB
DPS22017-2,2,7.532,1392,140,0.0132,10565840,BV
DPS22017-2,3,7.747,1580,139,0.0150,10565840,VV
DPS22017-2,4,7.993,1202,107,0.0114,10565840,VB
DPS22017-2,5,10.189,812,53,0.0077,10565840,BB
DPS22017-2,6,11.118,770,29,0.0073,10565840,BB
DPS22017-2,7,12.250,368,24,0.0035,10565840,BV
DPS22017-2,3,13.073,1189,46,0.0113,10565840,VV
DPS22017-2,9,13.726,534,28,0.0051,10565840,VB
DPS22017-2,2,14.404,214,11,0.0020,10565840,BB
DPS22017-2,72,15.858,10491412,260248,99.2956,10565840,BV
DPS22017-2,12,19.364,2063,50,0.0195,10565840,VV
DPS22017-2,1,21.056,54089,2045,0.5119,10565840,VB
DPS22017-2,14,34.334,1464,98,0.0139,10565840,BB
DPS22017-2,15,35.332,543,48,0.0051,10565840,BB
DPS22017-2,16,35.970,3134,118,0.0297,10565840,BB
DPS22017-2,17,37.359,3064,344,0.0290,10565840,BB
DPS22017-2,18,37.689,1603,144,0.0152,10565840,BB
DPS22017-3,1,5.318,333,22,0.0032,10544502,BB
DPS22017-3,2,7.532,1395,139,0.0132,10544502,BV
DPS22017-3,3,7.748,1572,139,0.0149,10544502,VV
DPS22017-3,4,7.994,1178,106,0.0112,10544502,VB
DPS22017-3,5,10.192,825,54,0.0078,10544502,BB
DPS22017-3,6,11.101,774,29,0.0073,10544502,BB
DPS22017-3,7,12.252,460,27,0.0044,10544502,BV
DPS22017-3,3,13.074,1241,47,0.0118,10544502,VV
DPS22017-3,9,13.732,603,29,0.0057,10544502,VV
DPS22017-3,2,14.425,307,12,0.0029,10544502,VB
DPS22017-3,72,15.860,10470532,260186,99.2985,10544502,BV
DPS22017-3,12,19.373,2086,51,0.0198,10544502,VV
DPS22017-3,1,21.060,53874,2038,0.5109,10544502,VB
DPS22017-3,14,34.335,1025,86,0.0097,10544502,BB
DPS22017-3,15,35.338,509,47,0.0048,10544502,BB
DPS22017-3,16,35.978,3170,121,0.0301,10544502,BB
DPS22017-3,17,37.363,3016,340,0.0286,10544502,BB
DPS22017-3,18,37.693,1603,142,0.0152,10544502,BB
DPS22018-1,1,5.316,353,25,0.0034,10501466,BB
DPS22018-1,2,7.531,1680,163,0.0160,10501466,BV
DPS22018-1,3,7.748,1481,139,0.0141,10501466,VV
DPS22018-1,4,7.993,1053,95,0.0100,10501466,VB
DPS22018-1,5,10.195,920,59,0.0088,10501466,BV
DPS22018-1,6,11.103,775,26,0.0074,10501466,VB
DPS22018-1,7,12.245,421,25,0.0040,10501466,BV
DPS22018-1,3,13.077,1040,40,0.0099,10501466,VV
DPS22018-1,9,13.733,506,25,0.0048,10501466,VV
DPS22018-1,2,14.414,188,11,0.0018,10501466,VB
DPS22018-1,72,15.866,10427357,258662,99.2943,10501466,BV
DPS22018-1,12,19.393,2671,65,0.0254,10501466,VV
DPS22018-1,1,21.063,49873,1872,0.4749,10501466,VV
DPS22018-1,14,27.005,198,8,0.0019,10501466,BB
DPS22018-1,15,34.345,1996,148,0.0190,10501466,BB
DPS22018-1,16,35.327,631,55,0.0060,10501466,BB
DPS22018-1,17,35.986,3193,122,0.0304,10501466,BB
DPS22018-1,18,36.853,409,43,0.0039,10501466,BB
DPS22018-1,19,37.361,4611,513,0.0439,10501466,BB
DPS22018-1,20,37.696,2111,183,0.0201,10501466,BB
DPS22018-2,1,5.318,351,24,0.0033,10506760,BB
DPS22018-2,2,7.534,1744,169,0.0166,10506760,BV
DPS22018-2,3,7.751,1517,141,0.0144,10506760,VV
DPS22018-2,4,7.995,1094,96,0.0104,10506760,VB
DPS22018-2,5,10.197,847,56,0.0081,10506760,BB
DPS22018-2,6,11.126,698,26,0.0066,10506760,BB
DPS22018-2,7,12.250,479,30,0.0046,10506760,BV
DPS22018-2,3,13.077,1102,42,0.0105,10506760,VV
DPS22018-2,9,13.729,456,24,0.0043,10506760,VV
DPS22018-2,2,14.419,191,9,0.0018,10506760,VB
DPS22018-2,72,15.871,10433181,258993,99.2997,10506760,BV
DPS22018-2,12,19.394,1620,52,0.0154,10506760,VB
DPS22018-2,1,21.069,49289,1870,0.4691,10506760,BB
DPS22018-2,14,26.954,317,10,0.0030,10506760,BB
DPS22018-2,15,34.341,2029,149,0.0193,10506760,BB
DPS22018-2,16,35.323,617,54,0.0059,10506760,BB
DPS22018-2,17,35.985,4125,157,0.0393,10506760,BB
DPS22018-2,18,36.848,417,43,0.0040,10506760,BB
DPS22018-2,19,37.356,4561,508,0.0434,10506760,BB
DPS22018-2,20,37.690,2127,184,0.0202,10506760,BB
DPS22018-3,1,5.319,397,26,0.0038,10504205,BB
DPS22018-3,2,7.536,1730,170,0.0165,10504205,BV
DPS22018-3,3,7.753,1566,141,0.0149,10504205,VV
DPS22018-3,4,7.999,1045,96,0.0099,10504205,VB
DPS22018-3,5,10.199,889,58,0.0085,10504205,BB
DPS22018-3,6,11.107,679,25,0.0065,10504205,BB
DPS22018-3,7,12.255,405,27,0.0039,10504205,BV
DPS22018-3,3,13.080,1108,42,0.0105,10504205,VV
DPS22018-3,9,13.755,484,24,0.0046,10504205,VB
DPS22018-3,2,14.409,153,8,0.0015,10504205,BB
DPS22018-3,72,15.876,10429191,259350,99.2859,10504205,BV
DPS22018-3,12,19.391,2514,61,0.0239,10504205,VV
DPS22018-3,1,21.075,49880,1879,0.4749,10504205,VB
DPS22018-3,14,27.040,278,9,0.0026,10504205,BB
DPS22018-3,15,34.354,1999,147,0.0190,10504205,BB
DPS22018-3,16,35.339,594,53,0.0057,10504205,BB
DPS22018-3,17,35.989,4171,157,0.0397,10504205,BB
DPS22018-3,18,36.863,428,43,0.0041,10504205,BB
DPS22018-3,19,37.370,4586,510,0.0437,10504205,BB
DPS22018-3,20,37.704,2109,183,0.0201,10504205,BB
DPS22019-1,1,4.878,459,33,0.0043,10557287,BB
DPS22019-1,2,6.809,268,19,0.0025,10557287,BV
DPS22019-1,3,7.140,2147,228,0.0203,10557287,VV
DPS22019-1,4,7.373,1263,127,0.0120,10557287,VV
DPS22019-1,5,7.524,1055,107,0.0100,10557287,VB
DPS22019-1,6,8.790,428,26,0.0041,10557287,BV
DPS22019-1,7,9.546,807,58,0.0076,10557287,VV
DPS22019-1,8,10.340,727,25,0.0069,10557287,VB
DPS22019-1,9,11.456,504,35,0.0048,10557287,BV
DPS22019-1,3,12.076,1136,49,0.0108,10557287,VV
DPS22019-1,11,12.608,573,31,0.0054,10557287,VB
DPS22019-1,72,14.404,10471469,215653,99.1871,10557287,BS
DPS22019-1,14,17.412,6618,145,0.0627,10557287,SV
DPS22019-1,1,19.543,56751,2135,0.5376,10557287,VB
DPS22019-1,16,22.118,1674,61,0.0159,10557287,BB
DPS22019-1,17,26.109,363,11,0.0034,10557287,BB
DPS22019-1,18,33.911,1969,164,0.0187,10557287,BB
DPS22019-1,19,37.282,6538,625,0.0619,10557287,BB
DPS22019-1,20,37.703,2538,217,0.0240,10557287,BB
DPS22019-2,1,4.872,448,33,0.0043,10534106,BB
DPS22019-2,2,6.807,259,20,0.0025,10534106,BV
DPS22019-2,3,7.136,2148,227,0.0204,10534106,VV
DPS22019-2,4,7.369,1268,126,0.0120,10534106,VV
DPS22019-2,5,7.521,1085,108,0.0103,10534106,VB
DPS22019-2,6,8.791,399,26,0.0038,10534106,BV
DPS22019-2,7,9.540,792,58,0.0075,10534106,VV
DPS22019-2,8,10.319,604,22,0.0057,10534106,VB
DPS22019-2,9,11.454,501,35,0.0048,10534106,BV
DPS22019-2,3,12.082,1166,49,0.0111,10534106,VV
DPS22019-2,11,12.609,594,33,0.0056,10534106,VV
DPS22019-2,2,13.488,90,4,0.0009,10534106,VB
DPS22019-2,72,14.405,10448294,214499,99.1854,10534106,BS
DPS22019-2,14,17.385,6946,150,0.0659,10534106,SV
DPS22019-2,1,19.539,56289,2124,0.5343,10534106,VB
DPS22019-2,16,22.100,1670,60,0.0158,10534106,BB
DPS22019-2,17,26.130,344,11,0.0033,10534106,BB
DPS22019-2,18,33.899,2047,165,0.0194,10534106,BB
DPS22019-2,19,37.271,6593,627,0.0626,10534106,BB
DPS22019-2,20,37.692,2569,217,0.0244,10534106,BB
DPS22019-3,1,4.871,578,34,0.0055,10441915,BB
DPS22019-3,2,6.812,255,20,0.0024,10441915,BV
DPS22019-3,3,7.140,1995,212,0.0191,10441915,VV
DPS22019-3,4,7.373,1246,124,0.0119,10441915,VV
DPS22019-3,5,7.525,1100,107,0.0105,10441915,VB
DPS22019-3,6,8.794,401,25,0.0038,10441915,BV
DPS22019-3,7,9.541,796,58,0.0076,10441915,VV
DPS22019-3,8,10.330,688,25,0.0066,10441915,VB
DPS22019-3,9,11.466,535,34,0.0051,10441915,BV
DPS22019-3,3,12.092,1198,50,0.0115,10441915,VV
DPS22019-3,11,12.625,624,33,0.0060,10441915,VV
DPS22019-3,2,13.432,85,4,0.0008,10441915,VB
DPS22019-3,72,14.415,10358362,213325,99.1998,10441915,BS
DPS22019-3,14,17.387,6512,145,0.0624,10441915,SV
DPS22019-3,1,19.544,54537,2057,0.5223,10441915,VB
DPS22019-3,16,22.102,1621,60,0.0155,10441915,BB
DPS22019-3,17,26.111,411,13,0.0039,10441915,BB
DPS22019-3,18,33.901,1884,160,0.0180,10441915,BB
DPS22019-3,19,37.272,6710,640,0.0643,10441915,BB
DPS22019-3,20,37.695,2376,207,0.0228,10441915,BB
DPS22413-1,1,5.319,356,24,0.0034,10517247,BB
DPS22413-1,21,37.371,3684,415,0.0350,10517247,BB
DPS22413-1,2,7.516,1002,118,0.0095,10517247,BV
DPS22413-1,22,37.757,2521,203,0.0240,10517247,BB
DPS22413-1,3,7.691,2027,168,0.0193,10517247,VV
DPS22413-1,4,7.933,1397,126,0.0133,10517247,VB
DPS22413-1,5,10.106,669,47,0.0064,10517247,BV
DPS22413-1,6,10.820,629,23,0.0060,10517247,VB
DPS22413-1,7,12.139,763,47,0.0073,10517247,BV
DPS22413-1,3,12.932,1842,72,0.0175,10517247,VV
DPS22413-1,9,13.531,1050,46,0.0100,10517247,VV
DPS22413-1,2,14.243,710,36,0.0068,10517247,VB
DPS22413-1,72,15.701,10437087,263422,99.2378,10517247,BV
DPS22413-1,12,18.999,2080,54,0.0198,10517247,VV
DPS22413-1,13,20.157,1386,53,0.0132,10517247,VV
DPS22413-1,1,20.804,53901,2102,0.5125,10517247,VB
DPS22413-1,15,26.518,342,11,0.0033,10517247,BB
DPS22413-1,16,31.567,412,33,0.0039,10517247,BB
DPS22413-1,17,34.342,1393,117,0.0132,10517247,BB
DPS22413-1,18,35.310,693,82,0.0066,10517247,BB
DPS22413-1,19,36.060,3044,131,0.0289,10517247,BB
DPS22413-1,20,36.857,258,32,0.0025,10517247,BB
DPS22413-2,1,5.319,337,23,0.0032,10533696,BB
DPS22413-2,21,37.365,3761,421,0.0357,10533696,BB
DPS22413-2,2,7.515,970,118,0.0092,10533696,BV
DPS22413-2,22,37.751,2509,204,0.0238,10533696,BB
DPS22413-2,3,7.692,2020,168,0.0192,10533696,VV
DPS22413-2,4,7.934,1357,125,0.0129,10533696,VB
DPS22413-2,5,10.110,614,44,0.0058,10533696,BB
DPS22413-2,6,10.984,587,22,0.0056,10533696,BB
DPS22413-2,7,12.144,746,47,0.0071,10533696,BV
DPS22413-2,3,12.933,1753,70,0.0166,10533696,VV
DPS22413-2,9,13.528,1005,46,0.0095,10533696,VV
DPS22413-2,2,14.236,603,35,0.0057,10533696,VB
DPS22413-2,72,15.703,10453904,263397,99.2425,10533696,BV
DPS22413-2,12,19.016,2060,54,0.0196,10533696,VV
DPS22413-2,13,20.191,1411,53,0.0134,10533696,VV
DPS22413-2,1,20.806,53578,2089,0.5086,10533696,VB
DPS22413-2,15,26.605,323,11,0.0031,10533696,BB
DPS22413-2,16,31.559,416,33,0.0039,10533696,BB
DPS22413-2,17,34.333,1347,115,0.0128,10533696,BB
DPS22413-2,18,35.305,719,84,0.0068,10533696,BB
DPS22413-2,19,36.052,3397,147,0.0323,10533696,BB
DPS22413-2,20,36.851,281,33,0.0027,10533696,BB
DPS22413-3,1,5.321,333,23,0.0032,10549098,BB
DPS22413-3,21,37.372,3919,435,0.0371,10549098,BB
DPS22413-3,2,7.516,1085,118,0.0103,10549098,BV
DPS22413-3,22,37.758,2583,209,0.0245,10549098,BB
DPS22413-3,3,7.692,1888,167,0.0179,10549098,VV
DPS22413-3,4,7.934,1338,123,0.0127,10549098,VB
DPS22413-3,5,10.113,642,45,0.0061,10549098,BB
DPS22413-3,6,10.821,587,22,0.0056,10549098,BB
DPS22413-3,7,12.145,704,44,0.0067,10549098,BV
DPS22413-3,3,12.932,1727,70,0.0164,10549098,VV
DPS22413-3,9,13.523,1010,44,0.0096,10549098,VV
DPS22413-3,2,14.239,574,32,0.0054,10549098,VB
DPS22413-3,72,15.703,10468808,263734,99.2389,10549098,BV
DPS22413-3,12,18.998,2164,55,0.0205,10549098,VV
DPS22413-3,13,20.171,1523,56,0.0144,10549098,VV
DPS22413-3,1,20.808,53729,2083,0.5093,10549098,VB
DPS22413-3,15,26.513,274,10,0.0026,10549098,BB
DPS22413-3,16,31.568,422,33,0.0040,10549098,BB
DPS22413-3,17,34.341,1222,108,0.0116,10549098,BB
DPS22413-3,18,35.314,762,86,0.0072,10549098,BB
DPS22413-3,19,36.062,3529,149,0.0334,10549098,BB
DPS22413-3,20,36.861,274,32,0.0026,10549098,BB
