Sample Name,Peak Number,RT,Area,Height,% Area,Total Area,Int Type
DPS21003-1,1,3.405,768,114,0.0073,10473763,BB
DPS21003-1,21,35.281,582,52,0.0056,10473763,BB
DPS21003-1,2,5.197,320,33,0.0031,10473763,BV
DPS21003-1,22,36.426,1537,73,0.0147,10473763,BB
DPS21003-1,3,5.340,165,19,0.0016,10473763,VV
DPS21003-1,23,37.363,2755,297,0.0263,10473763,BB
DPS21003-1,4,5.756,138,10,0.0013,10473763,VB
DPS21003-1,24,37.839,2263,279,0.0216,10473763,BB
DPS21003-1,5,7.382,3083,188,0.0294,10473763,BV
DPS21003-1,6,7.740,1409,121,0.0135,10473763,VV
DPS21003-1,7,9.840,1091,64,0.0104,10473763,BB
DPS21003-1,8,10.642,480,17,0.0046,10473763,BB
DPS21003-1,9,11.821,313,20,0.0030,10473763,BV
DPS21003-1,3,12.533,1229,53,0.0117,10473763,VV
DPS21003-1,11,13.027,1114,51,0.0106,10473763,VV
DPS21003-1,2,14.021,226,11,0.0022,10473763,VB
DPS21003-1,72,15.209,10402414,245739,99.3188,10473763,BV
DPS21003-1,14,18.152,4693,106,0.0448,10473763,VV
DPS21003-1,15,19.378,1017,38,0.0097,10473763,VV
DPS21003-1,1,20.209,44337,1749,0.4233,10473763,VV
DPS21003-1,17,26.006,404,13,0.0039,10473763,BV
DPS21003-1,18,28.139,834,18,0.0080,10473763,BV
DPS21003-1,19,34.164,742,123,0.0071,10473763,VS
DPS21003-1,20,34.285,1849,216,0.0176,10473763,SV
DPS21003-2,1,3.408,1254,124,0.0120,10491469,BB
DPS21003-2,21,35.279,395,44,0.0038,10491469,BB
DPS21003-2,2,5.201,320,33,0.0030,10491469,BV
DPS21003-2,22,36.432,2529,134,0.0241,10491469,BB
DPS21003-2,3,5.361,161,20,0.0015,10491469,VV
DPS21003-2,23,37.360,2166,269,0.0206,10491469,BB
DPS21003-2,4,5.762,61,7,0.0006,10491469,VB
DPS21003-2,24,37.839,2189,278,0.0209,10491469,BB
DPS21003-2,5,7.384,3079,189,0.0293,10491469,BV
DPS21003-2,6,7.743,1408,120,0.0134,10491469,VB
DPS21003-2,7,9.839,1203,65,0.0115,10491469,VV
DPS21003-2,8,10.674,518,16,0.0049,10491469,VB
DPS21003-2,9,11.823,333,20,0.0032,10491469,BV
DPS21003-2,3,12.539,1241,54,0.0118,10491469,VV
DPS21003-2,11,13.030,1148,51,0.0109,10491469,VV
DPS21003-2,2,14.034,221,11,0.0021,10491469,VB
DPS21003-2,72,15.201,10420387,250243,99.3225,10491469,BV
DPS21003-2,14,18.189,4106,108,0.0391,10491469,VV
DPS21003-2,15,19.372,971,35,0.0093,10491469,VV
DPS21003-2,1,20.212,44087,1748,0.4202,10491469,VV
DPS21003-2,17,26.049,349,11,0.0033,10491469,BB
DPS21003-2,18,28.119,806,18,0.0077,10491469,BV
DPS21003-2,19,34.164,805,119,0.0077,10491469,VS
DPS21003-2,20,34.288,1730,218,0.0165,10491469,SV
DPS21003-3,1,3.404,1301,126,0.0124,10505039,BB
DPS21003-3,21,35.277,394,44,0.0038,10505039,BB
DPS21003-3,2,5.197,319,32,0.0030,10505039,BV
DPS21003-3,22,36.428,2611,136,0.0249,10505039,BB
DPS21003-3,3,5.368,191,22,0.0018,10505039,VV
DPS21003-3,23,37.360,2179,272,0.0207,10505039,BB
DPS21003-3,4,5.762,58,7,0.0006,10505039,VB
DPS21003-3,24,37.839,2203,284,0.0210,10505039,BB
DPS21003-3,5,7.377,3078,191,0.0293,10505039,BV
DPS21003-3,6,7.739,1393,120,0.0133,10505039,VB
DPS21003-3,7,9.834,1096,63,0.0104,10505039,BB
DPS21003-3,8,10.676,451,16,0.0043,10505039,BB
DPS21003-3,9,11.820,308,20,0.0029,10505039,BV
DPS21003-3,3,12.539,1203,53,0.0114,10505039,VV
DPS21003-3,11,13.021,1117,51,0.0106,10505039,VB
DPS21003-3,2,14.051,187,10,0.0018,10505039,BB
DPS21003-3,72,15.202,10433631,248061,99.3203,10505039,BV
DPS21003-3,14,18.189,4416,107,0.0420,10505039,VV
DPS21003-3,15,19.293,1041,36,0.0099,10505039,VV
DPS21003-3,1,20.209,44293,1752,0.4216,10505039,VV
DPS21003-3,17,26.019,318,11,0.0030,10505039,BB
DPS21003-3,18,28.089,813,16,0.0077,10505039,BV
DPS21003-3,19,34.165,761,117,0.0072,10505039,VS
DPS21003-3,20,34.289,1675,217,0.0159,10505039,SV
DPS21004-1,1,3.414,808,116,0.0077,10453083,BB
DPS21004-1,2,5.261,263,27,0.0025,10453083,BV
DPS21004-1,3,5.436,181,17,0.0017,10453083,VB
DPS21004-1,4,5.847,93,8,0.0009,10453083,BB
DPS21004-1,5,7.579,3113,167,0.0298,10453083,BV
DPS21004-1,6,7.838,1562,135,0.0149,10453083,VV
DPS21004-1,7,9.974,916,58,0.0088,10453083,BB
DPS21004-1,8,10.852,386,14,0.0037,10453083,BB
DPS21004-1,9,11.989,405,23,0.0039,10453083,BV
DPS21004-1,3,12.754,1520,62,0.0145,10453083,VV
DPS21004-1,11,13.287,930,43,0.0089,10453083,VV
DPS21004-1,2,14.156,182,11,0.0017,10453083,VB
DPS21004-1,72,15.448,10386264,263042,99.3608,10453083,BV
DPS21004-1,14,18.602,4937,117,0.0472,10453083,VV
DPS21004-1,1,20.551,41839,1596,0.4003,10453083,VV
DPS21004-1,16,34.352,2278,185,0.0218,10453083,VV
DPS21004-1,17,35.338,683,63,0.0065,10453083,BV
DPS21004-1,18,36.383,1581,83,0.0151,10453083,VB
DPS21004-1,19,37.387,2973,318,0.0284,10453083,BB
DPS21004-1,20,37.847,2167,263,0.0207,10453083,BB
DPS21004-2,1,3.415,772,110,0.0076,10121036,BB
DPS21004-2,2,5.257,262,29,0.0026,10121036,BV
DPS21004-2,3,5.433,167,16,0.0017,10121036,VV
DPS21004-2,4,5.849,86,8,0.0008,10121036,VB
DPS21004-2,5,7.581,2998,160,0.0296,10121036,BV
DPS21004-2,6,7.841,1522,131,0.0150,10121036,VB
DPS21004-2,7,9.975,960,57,0.0095,10121036,VV
DPS21004-2,8,10.814,403,14,0.0040,10121036,VB
DPS21004-2,9,11.993,383,23,0.0038,10121036,BV
DPS21004-2,3,12.752,1395,58,0.0138,10121036,VV
DPS21004-2,11,13.298,894,40,0.0088,10121036,VB
DPS21004-2,2,14.186,155,9,0.0015,10121036,BB
DPS21004-2,72,15.467,10055511,258546,99.3526,10121036,BV
DPS21004-2,14,18.608,4683,111,0.0463,10121036,VV
DPS21004-2,1,20.556,40385,1547,0.3990,10121036,VV
DPS21004-2,16,34.361,2143,178,0.0212,10121036,VV
DPS21004-2,17,35.345,671,61,0.0066,10121036,BB
DPS21004-2,18,36.410,2703,137,0.0267,10121036,VB
DPS21004-2,19,37.395,2887,307,0.0285,10121036,BB
DPS21004-2,20,37.855,2057,251,0.0203,10121036,BB
DPS21004-3,1,3.412,793,115,0.0076,10434185,BB
DPS21004-3,2,5.263,269,28,0.0026,10434185,BV
DPS21004-3,3,5.442,143,16,0.0014,10434185,VB
DPS21004-3,4,5.844,77,8,0.0007,10434185,BB
DPS21004-3,5,7.581,3081,162,0.0295,10434185,BV
DPS21004-3,6,7.839,1542,134,0.0148,10434185,VB
DPS21004-3,7,9.977,956,59,0.0092,10434185,VV
DPS21004-3,8,10.841,380,14,0.0036,10434185,VB
DPS21004-3,9,11.995,378,24,0.0036,10434185,BV
DPS21004-3,3,12.757,1472,61,0.0141,10434185,VV
DPS21004-3,11,13.295,943,42,0.0090,10434185,VV
DPS21004-3,2,14.151,191,9,0.0018,10434185,VB
DPS21004-3,72,15.453,10367545,263302,99.3613,10434185,BV
DPS21004-3,14,18.621,4865,115,0.0466,10434185,VV
DPS21004-3,1,20.556,41604,1594,0.3987,10434185,VV
DPS21004-3,16,34.359,2186,182,0.0209,10434185,VV
DPS21004-3,17,35.346,712,65,0.0068,10434185,BV
DPS21004-3,18,36.403,2497,132,0.0239,10434185,BB
DPS21004-3,19,37.390,2482,293,0.0238,10434185,BB
DPS21004-3,20,37.852,2068,255,0.0198,10434185,BB
DPS21005-1,1,3.412,837,119,0.0081,10393111,BB
DPS21005-1,21,37.861,4205,493,0.0405,10393111,BB
DPS21005-1,2,5.341,149,10,0.0014,10393111,BB
DPS21005-1,3,7.629,1985,150,0.0191,10393111,BB
DPS21005-1,4,10.045,128,10,0.0012,10393111,BB
DPS21005-1,5,10.904,374,14,0.0036,10393111,BB
DPS21005-1,6,12.063,222,15,0.0021,10393111,BV
DPS21005-1,3,12.823,3115,122,0.0300,10393111,VV
DPS21005-1,8,13.497,352,25,0.0034,10393111,VV
DPS21005-1,2,14.236,147,8,0.0014,10393111,VB
DPS21005-1,72,15.584,10328400,250687,99.3774,10393111,BS
DPS21005-1,11,18.832,3340,67,0.0321,10393111,SV
DPS21005-1,1,20.680,36862,1473,0.3547,10393111,VV
DPS21005-1,13,21.462,3016,124,0.0290,10393111,VB
DPS21005-1,14,29.417,240,8,0.0023,10393111,BB
DPS21005-1,15,34.367,2630,212,0.0253,10393111,BV
DPS21005-1,16,34.617,734,94,0.0071,10393111,VB
DPS21005-1,17,35.003,329,44,0.0032,10393111,BB
DPS21005-1,18,35.360,2074,203,0.0200,10393111,BV
DPS21005-1,19,36.373,1348,62,0.0130,10393111,BB
DPS21005-1,20,37.395,2622,311,0.0252,10393111,BB
DPS21005-2,1,3.414,766,111,0.0073,10552545,BB
DPS21005-2,21,37.876,4344,510,0.0412,10552545,BB
DPS21005-2,2,5.339,134,9,0.0013,10552545,BB
DPS21005-2,3,7.630,2009,150,0.0190,10552545,BV
DPS21005-2,4,10.046,139,10,0.0013,10552545,BV
DPS21005-2,5,10.920,372,13,0.0035,10552545,VB
DPS21005-2,6,12.059,237,16,0.0022,10552545,BV
DPS21005-2,3,12.826,3157,123,0.0299,10552545,VV
DPS21005-2,8,13.509,398,25,0.0038,10552545,VV
DPS21005-2,2,14.248,146,9,0.0014,10552545,VB
DPS21005-2,72,15.583,10481313,251028,99.3250,10552545,BV
DPS21005-2,11,18.643,3258,75,0.0309,10552545,VV
DPS21005-2,1,20.680,37560,1493,0.3559,10552545,VV
DPS21005-2,13,21.461,3127,126,0.0296,10552545,VB
DPS21005-2,14,29.511,238,8,0.0023,10552545,BB
DPS21005-2,15,34.385,2758,222,0.0261,10552545,BV
DPS21005-2,16,34.635,1006,113,0.0095,10552545,VB
DPS21005-2,17,35.026,493,56,0.0047,10552545,BB
DPS21005-2,18,35.375,2009,205,0.0190,10552545,BV
DPS21005-2,19,36.538,6079,300,0.0576,10552545,BB
DPS21005-2,20,37.412,3001,334,0.0284,10552545,BB
DPS21005-3,1,3.417,782,115,0.0073,10773159,BB
DPS21005-3,21,37.878,4369,519,0.0406,10773159,BB
DPS21005-3,2,5.335,134,9,0.0012,10773159,BB
DPS21005-3,3,7.634,2026,152,0.0188,10773159,BV
DPS21005-3,4,10.059,158,10,0.0015,10773159,BB
DPS21005-3,5,10.923,371,15,0.0034,10773159,BB
DPS21005-3,6,12.050,258,16,0.0024,10773159,BV
DPS21005-3,3,12.829,3276,126,0.0304,10773159,VV
DPS21005-3,8,13.506,370,26,0.0034,10773159,VB
DPS21005-3,2,14.220,124,8,0.0012,10773159,BB
DPS21005-3,72,15.574,10700278,254941,99.3235,10773159,BV
DPS21005-3,11,18.635,3335,77,0.0310,10773159,VV
DPS21005-3,1,20.685,38350,1525,0.3560,10773159,VV
DPS21005-3,13,21.465,3168,128,0.0294,10773159,VB
DPS21005-3,14,29.472,235,8,0.0022,10773159,BB
DPS21005-3,15,34.387,2836,227,0.0263,10773159,BV
DPS21005-3,16,34.636,1019,114,0.0095,10773159,VB
DPS21005-3,17,35.026,489,58,0.0045,10773159,BB
DPS21005-3,18,35.377,2046,210,0.0190,10773159,BV
DPS21005-3,19,36.537,6437,315,0.0597,10773159,BB
DPS21005-3,20,37.414,3101,345,0.0288,10773159,BB
DPS21006-1,1,3.412,817,114,0.0077,10543982,BB
DPS21006-1,21,37.871,1846,228,0.0175,10543982,BB
DPS21006-1,2,5.273,256,25,0.0024,10543982,BV
DPS21006-1,3,5.469,149,15,0.0014,10543982,VB
DPS21006-1,4,5.887,95,9,0.0009,10543982,BB
DPS21006-1,5,7.459,3190,169,0.0303,10543982,BV
DPS21006-1,6,7.874,1675,148,0.0159,10543982,VB
DPS21006-1,7,10.022,976,64,0.0093,10543982,BB
DPS21006-1,8,10.893,391,15,0.0037,10543982,BB
DPS21006-1,9,12.052,282,18,0.0027,10543982,BB
DPS21006-1,3,12.819,1138,47,0.0108,10543982,BV
DPS21006-1,11,13.389,927,43,0.0088,10543982,VB
DPS21006-1,2,14.251,123,8,0.0012,10543982,BB
DPS21006-1,72,15.582,10471296,251404,99.3106,10543982,BV
DPS21006-1,14,18.787,4628,107,0.0439,10543982,VV
DPS21006-1,1,20.682,44200,1722,0.4192,10543982,VV
DPS21006-1,16,26.476,285,10,0.0027,10543982,BB
DPS21006-1,17,34.392,1930,157,0.0183,10543982,VV
DPS21006-1,18,35.362,667,58,0.0063,10543982,BV
DPS21006-1,19,36.537,6222,318,0.0590,10543982,BV
DPS21006-1,20,37.411,2888,311,0.0274,10543982,BB
DPS21006-2,1,3.416,1325,122,0.0126,10516801,BB
DPS21006-2,21,37.870,1937,234,0.0184,10516801,BB
DPS21006-2,2,5.274,243,26,0.0023,10516801,BV
DPS21006-2,3,5.464,173,16,0.0016,10516801,VB
DPS21006-2,4,5.875,81,8,0.0008,10516801,BB
DPS21006-2,5,7.461,3123,168,0.0297,10516801,BV
DPS21006-2,6,7.876,1666,146,0.0158,10516801,VB
DPS21006-2,7,10.028,971,63,0.0092,10516801,BB
DPS21006-2,8,10.887,438,16,0.0042,10516801,BB
DPS21006-2,9,12.058,362,20,0.0034,10516801,BV
DPS21006-2,3,12.833,1144,49,0.0109,10516801,VV
DPS21006-2,11,13.396,949,44,0.0090,10516801,VV
DPS21006-2,2,14.232,225,10,0.0021,10516801,VB
DPS21006-2,72,15.587,10448194,251027,99.3476,10516801,BV
DPS21006-2,14,18.774,4399,104,0.0418,10516801,VV
DPS21006-2,1,20.685,43737,1710,0.4159,10516801,VB
DPS21006-2,16,26.605,267,10,0.0025,10516801,BB
DPS21006-2,17,34.392,1838,155,0.0175,10516801,BV
DPS21006-2,18,35.363,601,56,0.0057,10516801,BV
DPS21006-2,19,36.530,2299,120,0.0219,10516801,BV
DPS21006-2,20,37.410,2829,308,0.0269,10516801,BB
DPS21006-3,1,3.415,1498,126,0.0142,10532399,BB
DPS21006-3,21,37.864,1884,228,0.0179,10532399,BB
DPS21006-3,2,5.273,211,25,0.0020,10532399,BV
DPS21006-3,3,5.478,146,14,0.0014,10532399,VB
DPS21006-3,4,5.889,87,9,0.0008,10532399,BB
DPS21006-3,5,7.461,3171,169,0.0301,10532399,BV
DPS21006-3,6,7.875,1657,147,0.0157,10532399,VB
DPS21006-3,7,10.025,1032,66,0.0098,10532399,VB
DPS21006-3,8,10.735,441,17,0.0042,10532399,BB
DPS21006-3,9,12.052,273,18,0.0026,10532399,BB
DPS21006-3,3,12.828,1147,49,0.0109,10532399,BV
DPS21006-3,11,13.389,926,43,0.0088,10532399,VV
DPS21006-3,2,14.224,152,9,0.0014,10532399,VB
DPS21006-3,72,15.588,10463034,251160,99.3414,10532399,BV
DPS21006-3,14,18.778,4378,106,0.0416,10532399,VV
DPS21006-3,1,20.687,44398,1721,0.4215,10532399,VV
DPS21006-3,16,26.539,309,10,0.0029,10532399,BB
DPS21006-3,17,34.383,1905,154,0.0181,10532399,VV
DPS21006-3,18,35.358,633,56,0.0060,10532399,BV
DPS21006-3,19,36.525,2323,123,0.0221,10532399,BV
DPS21006-3,20,37.404,2796,303,0.0265,10532399,BB
DPS21007-1,1,3.414,831,118,0.0079,10471965,BB
DPS21007-1,21,37.372,3076,345,0.0294,10471965,BB
DPS21007-1,2,5.262,213,24,0.0020,10471965,BV
DPS21007-1,22,37.817,2097,248,0.0200,10471965,BB
DPS21007-1,3,5.446,155,16,0.0015,10471965,VB
DPS21007-1,4,5.860,125,9,0.0012,10471965,BB
DPS21007-1,5,7.449,3691,210,0.0352,10471965,BV
DPS21007-1,6,7.846,1558,140,0.0149,10471965,VV
DPS21007-1,7,9.980,1277,74,0.0122,10471965,VB
DPS21007-1,8,10.857,522,20,0.0050,10471965,BB
DPS21007-1,9,12.007,348,22,0.0033,10471965,BV
DPS21007-1,3,12.772,1244,52,0.0119,10471965,VV
DPS21007-1,11,13.305,1047,49,0.0100,10471965,VV
DPS21007-1,2,14.195,243,12,0.0023,10471965,VB
DPS21007-1,72,15.460,10390909,264898,99.2260,10471965,BV
DPS21007-1,14,18.648,4859,112,0.0464,10471965,VV
DPS21007-1,1,20.582,54827,2135,0.5236,10471965,VV
DPS21007-1,16,26.447,372,13,0.0035,10471965,BB
DPS21007-1,17,34.342,2254,176,0.0215,10471965,VV
DPS21007-1,18,35.311,707,66,0.0067,10471965,VV
DPS21007-1,19,36.281,1195,64,0.0114,10471965,BB
DPS21007-1,20,36.858,416,41,0.0040,10471965,BB
DPS21007-2,1,3.412,858,121,0.0082,10508275,BB
DPS21007-2,21,37.373,3397,362,0.0323,10508275,BB
DPS21007-2,2,5.261,240,27,0.0023,10508275,BV
DPS21007-2,22,37.818,2268,260,0.0216,10508275,BB
DPS21007-2,3,5.451,183,17,0.0017,10508275,VB
DPS21007-2,4,5.868,98,9,0.0009,10508275,BB
DPS21007-2,5,7.448,3691,212,0.0351,10508275,BV
DPS21007-2,6,7.846,1567,140,0.0149,10508275,VV
DPS21007-2,7,9.978,1295,73,0.0123,10508275,VV
DPS21007-2,8,10.845,610,21,0.0058,10508275,VV
DPS21007-2,9,12.002,367,22,0.0035,10508275,VV
DPS21007-2,3,12.773,1256,52,0.0119,10508275,VV
DPS21007-2,11,13.306,1019,48,0.0097,10508275,VV
DPS21007-2,2,14.191,247,12,0.0023,10508275,VB
DPS21007-2,72,15.459,10424269,265491,99.2006,10508275,BV
DPS21007-2,14,18.662,5015,114,0.0477,10508275,VV
DPS21007-2,1,20.583,55005,2136,0.5234,10508275,VV
DPS21007-2,16,26.409,470,14,0.0045,10508275,BB
DPS21007-2,17,34.344,2203,177,0.0210,10508275,VV
DPS21007-2,18,35.313,641,63,0.0061,10508275,VB
DPS21007-2,19,36.283,3059,141,0.0291,10508275,BB
DPS21007-2,20,36.862,521,46,0.0050,10508275,BB
DPS21007-3,1,3.415,833,118,0.0079,10489646,BB
DPS21007-3,21,37.381,3210,355,0.0306,10489646,BB
DPS21007-3,2,5.261,221,26,0.0021,10489646,BV
DPS21007-3,22,37.826,2165,255,0.0206,10489646,BB
DPS21007-3,3,5.448,151,15,0.0014,10489646,VB
DPS21007-3,4,5.868,82,8,0.0008,10489646,BB
DPS21007-3,5,7.449,3647,212,0.0348,10489646,BV
DPS21007-3,6,7.848,1563,139,0.0149,10489646,VV
DPS21007-3,7,9.980,1308,74,0.0125,10489646,VV
DPS21007-3,8,10.700,516,19,0.0049,10489646,VB
DPS21007-3,9,12.007,346,23,0.0033,10489646,BV
DPS21007-3,3,12.775,1233,52,0.0118,10489646,VV
DPS21007-3,11,13.312,1043,48,0.0099,10489646,VV
DPS21007-3,2,14.203,199,12,0.0019,10489646,VB
DPS21007-3,72,15.464,10408215,264696,99.2237,10489646,BV
DPS21007-3,14,18.670,4578,112,0.0436,10489646,VV
DPS21007-3,1,20.587,54593,2125,0.5204,10489646,VV
DPS21007-3,16,26.434,359,12,0.0034,10489646,BB
DPS21007-3,17,34.350,2385,177,0.0227,10489646,VB
DPS21007-3,18,35.315,333,45,0.0032,10489646,BB
DPS21007-3,19,36.285,2221,118,0.0212,10489646,BB
DPS21007-3,20,36.866,445,45,0.0042,10489646,BB
DPS21008-1,1,3.416,814,117,0.0077,10544446,BB
DPS21008-1,21,37.382,2367,271,0.0225,10544446,BB
DPS21008-1,2,5.264,236,26,0.0022,10544446,BV
DPS21008-1,22,37.828,1764,205,0.0167,10544446,BB
DPS21008-1,3,5.430,169,16,0.0016,10544446,VB
DPS21008-1,4,5.879,122,9,0.0012,10544446,BB
DPS21008-1,5,7.595,3087,165,0.0293,10544446,BV
DPS21008-1,6,7.849,1503,133,0.0143,10544446,VB
DPS21008-1,7,9.982,1131,66,0.0107,10544446,VV
DPS21008-1,8,10.854,514,19,0.0049,10544446,VB
DPS21008-1,9,12.013,331,20,0.0031,10544446,BV
DPS21008-1,3,12.767,1515,64,0.0144,10544446,VV
DPS21008-1,11,13.304,983,48,0.0093,10544446,VB
DPS21008-1,2,14.213,157,9,0.0015,10544446,BB
DPS21008-1,72,15.465,10474825,265695,99.3397,10544446,BV
DPS21008-1,14,18.620,3908,92,0.0371,10544446,VV
DPS21008-1,1,20.593,45597,1760,0.4324,10544446,VV
DPS21008-1,16,26.440,354,12,0.0034,10544446,BB
DPS21008-1,17,34.351,1988,158,0.0189,10544446,VV
DPS21008-1,18,35.317,345,47,0.0033,10544446,BB
DPS21008-1,19,36.294,2294,122,0.0218,10544446,BB
DPS21008-1,20,36.867,441,46,0.0042,10544446,BB
DPS21008-2,1,3.416,1310,128,0.0124,10531562,BB
DPS21008-2,21,37.374,2417,272,0.0230,10531562,BB
DPS21008-2,2,5.264,226,25,0.0021,10531562,BV
DPS21008-2,22,37.817,1751,205,0.0166,10531562,BB
DPS21008-2,3,5.447,149,15,0.0014,10531562,VB
DPS21008-2,4,5.869,90,8,0.0009,10531562,BB
DPS21008-2,5,7.594,3139,164,0.0298,10531562,BV
DPS21008-2,6,7.850,1493,132,0.0142,10531562,VV
DPS21008-2,7,9.981,1113,66,0.0106,10531562,VB
DPS21008-2,8,10.840,504,18,0.0048,10531562,BB
DPS21008-2,9,12.015,282,20,0.0027,10531562,BV
DPS21008-2,3,12.773,1488,63,0.0141,10531562,VV
DPS21008-2,11,13.322,1021,49,0.0097,10531562,VV
DPS21008-2,2,14.209,181,10,0.0017,10531562,VB
DPS21008-2,72,15.468,10462852,265004,99.3476,10531562,BV
DPS21008-2,14,18.657,3682,90,0.0350,10531562,VV
DPS21008-2,1,20.594,45356,1759,0.4307,10531562,VV
DPS21008-2,16,26.443,320,11,0.0030,10531562,BB
DPS21008-2,17,34.344,1986,158,0.0189,10531562,VV
DPS21008-2,18,35.306,313,44,0.0030,10531562,BB
DPS21008-2,19,36.279,1411,81,0.0134,10531562,BB
DPS21008-2,20,36.859,476,48,0.0045,10531562,BB
DPS21008-3,1,3.414,854,120,0.0081,10503398,BB
DPS21008-3,21,37.371,2439,273,0.0232,10503398,BB
DPS21008-3,2,5.260,215,25,0.0020,10503398,BV
DPS21008-3,22,37.815,1731,205,0.0165,10503398,BB
DPS21008-3,3,5.451,168,15,0.0016,10503398,VB
DPS21008-3,4,5.857,77,8,0.0007,10503398,BB
DPS21008-3,5,7.594,3101,163,0.0295,10503398,BV
DPS21008-3,6,7.850,1479,131,0.0141,10503398,VV
DPS21008-3,7,9.981,1193,68,0.0114,10503398,VV
DPS21008-3,8,10.850,499,18,0.0048,10503398,VB
DPS21008-3,9,12.015,290,18,0.0028,10503398,BV
DPS21008-3,3,12.773,1498,63,0.0143,10503398,VV
DPS21008-3,11,13.306,1011,48,0.0096,10503398,VV
DPS21008-3,2,14.187,177,10,0.0017,10503398,VB
DPS21008-3,72,15.471,10435095,264559,99.3497,10503398,BV
DPS21008-3,14,18.663,3521,89,0.0335,10503398,VV
DPS21008-3,1,20.597,45093,1756,0.4293,10503398,VB
DPS21008-3,16,26.436,415,13,0.0039,10503398,BB
DPS21008-3,17,34.342,2057,163,0.0196,10503398,VV
DPS21008-3,18,35.314,644,64,0.0061,10503398,VV
DPS21008-3,19,36.281,1358,78,0.0129,10503398,BB
DPS21008-3,20,36.856,482,47,0.0046,10503398,BB
DPS21009-1,1,3.396,1630,221,0.0155,10505719,BB
DPS21009-1,21,36.856,526,59,0.0050,10505719,BB
DPS21009-1,2,5.295,118,12,0.0011,10505719,BV
DPS21009-1,22,37.374,5194,576,0.0494,10505719,BB
DPS21009-1,3,5.478,123,11,0.0012,10505719,VB
DPS21009-1,23,37.849,3141,404,0.0299,10505719,BB
DPS21009-1,4,7.468,3676,196,0.0350,10505719,BV
DPS21009-1,24,38.098,374,64,0.0036,10505719,BB
DPS21009-1,5,7.854,846,78,0.0081,10505719,VB
DPS21009-1,25,38.475,401,55,0.0038,10505719,BB
DPS21009-1,6,10.000,3059,200,0.0291,10505719,BV
DPS21009-1,7,10.864,545,18,0.0052,10505719,VB
DPS21009-1,8,12.025,522,33,0.0050,10505719,BB
DPS21009-1,3,12.796,1351,65,0.0129,10505719,BV
DPS21009-1,10,13.236,1755,59,0.0167,10505719,VV
DPS21009-1,2,14.191,449,23,0.0043,10505719,VB
DPS21009-1,72,15.524,10418026,259619,99.1653,10505719,BV
DPS21009-1,13,18.646,3842,94,0.0366,10505719,VV
DPS21009-1,14,19.886,2455,79,0.0234,10505719,VV
DPS21009-1,1,20.620,48555,1927,0.4622,10505719,VV
DPS21009-1,16,22.610,1447,46,0.0138,10505719,VV
DPS21009-1,17,26.351,1984,64,0.0189,10505719,BB
DPS21009-1,18,34.367,3282,280,0.0312,10505719,VV
DPS21009-1,19,35.332,757,62,0.0072,10505719,BV
DPS21009-1,20,36.325,1661,108,0.0158,10505719,VB
DPS21009-2,1,3.406,1064,148,0.0101,10535219,BB
DPS21009-2,21,36.870,505,58,0.0048,10535219,BB
DPS21009-2,2,5.296,128,13,0.0012,10535219,BV
DPS21009-2,22,37.386,5273,574,0.0501,10535219,BB
DPS21009-2,3,5.491,104,11,0.0010,10535219,VB
DPS21009-2,23,37.862,3300,414,0.0313,10535219,BB
DPS21009-2,4,7.469,3715,197,0.0353,10535219,BV
DPS21009-2,24,38.112,347,60,0.0033,10535219,BB
DPS21009-2,5,7.853,857,78,0.0081,10535219,VB
DPS21009-2,25,38.487,402,56,0.0038,10535219,BB
DPS21009-2,6,10.002,2982,195,0.0283,10535219,BV
DPS21009-2,7,10.852,539,18,0.0051,10535219,VB
DPS21009-2,8,12.029,554,34,0.0053,10535219,BV
DPS21009-2,3,12.800,1363,65,0.0129,10535219,VV
DPS21009-2,10,13.238,1723,60,0.0164,10535219,VB
DPS21009-2,2,14.191,369,21,0.0035,10535219,BB
DPS21009-2,72,15.525,10445273,260088,99.1462,10535219,BV
DPS21009-2,13,18.627,3654,91,0.0347,10535219,VV
DPS21009-2,14,19.879,2198,77,0.0209,10535219,VV
DPS21009-2,1,20.623,47717,1890,0.4529,10535219,VV
DPS21009-2,16,22.613,1306,44,0.0124,10535219,VB
DPS21009-2,17,26.350,1908,62,0.0181,10535219,BB
DPS21009-2,18,34.379,3391,284,0.0322,10535219,VV
DPS21009-2,19,35.345,579,56,0.0055,10535219,BB
DPS21009-2,20,36.342,5969,272,0.0567,10535219,BB
DPS21009-3,1,3.412,934,125,0.0089,10527541,BB
DPS21009-3,21,36.868,508,59,0.0048,10527541,BB
DPS21009-3,2,5.297,138,14,0.0013,10527541,BV
DPS21009-3,22,37.386,5317,583,0.0505,10527541,BB
DPS21009-3,3,5.493,123,12,0.0012,10527541,VB
DPS21009-3,23,37.862,3206,412,0.0304,10527541,BB
DPS21009-3,4,7.469,3679,197,0.0349,10527541,BV
DPS21009-3,24,38.230,1917,171,0.0182,10527541,BB
DPS21009-3,5,7.855,850,77,0.0081,10527541,VB
DPS21009-3,25,38.487,349,53,0.0033,10527541,BB
DPS21009-3,6,10.001,3007,195,0.0286,10527541,BB
DPS21009-3,7,10.876,537,19,0.0051,10527541,BB
DPS21009-3,8,12.028,587,36,0.0056,10527541,BV
DPS21009-3,3,12.798,1418,65,0.0135,10527541,VV
DPS21009-3,10,13.246,1686,59,0.0160,10527541,VV
